Average_Annual_Salary,Jobs_Openings,Future_Jobs_Openings,Remote_jobs,Job_Automation_Risk
142698.7917,3782.860234,6943.901332,136.766047,51.8769
51197.61817,2794.529067,4436.422987,-1.485439079,52.5341
89672.01691,3184.789703,7163.643914,49.35949961,53.101
128727.4192,5283.370174,1043.863373,31.36215687,43.8977
71910.96196,6431.955246,3997.881024,89.96740097,51.2
127523.7083,1996.376685,7771.777346,49.17883503,64.9262
70073.37779,1780.899402,9040.152284,80.94217124,45.8035
83668.18438,-1560.116674,4347.055582,42.749254,48.5413
53062.36984,4048.232363,8227.636558,44.79329883,44.9336
122584.7226,7642.218031,6182.066964,79.46921297,45.6598
121622.5142,2360.842834,5669.67356,98.86952822,55.5222
71188.21696,3346.44681,1902.574473,44.03899041,50.927
92547.78633,5178.878901,8317.518125,54.14595774,42.1676
114497.1792,7693.62057,8884.471073,65.26827314,46.2351
62281.71638,9543.813874,9429.782166,6.16733434,41.0118
92193.67585,10062.41129,3643.39754,5.462130118,44.101
69018.81804,6388.953986,1976.983416,94.62104041,47.2467
100329.7233,8140.881149,6542.73575,65.34515567,51.9937
88679.44788,9062.727594,1285.763159,71.47298346,51.0989
131140.264,975.2456155,7493.714579,4.001173065,44.0659
50569.48238,8307.323119,6362.573522,51.31740368,41.0909
134658.718,1086.54902,7247.150405,28.15993091,38.9766
35776.70887,8331.02712,8394.686643,70.53992872,68.409
78925.99602,6805.615239,2429.286081,50.07805993,47.3882
97191.24309,4801.617406,1456.330443,71.25887978,38.8096
105435.6254,5505.72352,2918.438686,44.79158902,32.9876
87372.98894,5411.435687,7280.05158,44.20672089,44.1824
78182.11711,3904.271324,8218.862225,-7.05108217,62.3091
56143.60601,5232.339169,7545.528776,69.84882289,53.8461
67774.48166,638.7328848,6480.825881,-23.74488978,50.9921
59474.30741,5834.124639,4300.398899,46.80522976,41.4164
86351.97758,2727.851466,7451.215511,82.86114064,45.6886
79533.6317,5322.571383,2334.999136,101.9723775,39.0586
145022.3515,2452.645453,3836.272902,68.99521807,40.4926
65038.33154,8800.695055,5301.633748,76.50663236,41.9309
84437.6872,5714.178855,937.4085618,28.95683464,38.1661
22662.25366,6935.422711,2018.512945,3.922490686,46.3576
28753.04697,2055.127543,4111.463778,58.86469365,46.1868
88578.596,5737.445522,5774.056658,80.8625337,37.3976
94833.25033,1212.277689,8542.200367,41.15928169,44.9918
84302.52123,1463.029844,11589.87857,51.12185239,34.4998
73588.95286,-360.5530812,3636.847171,58.57456306,48.9657
108650.05,7513.573445,6048.587185,16.51913118,38.9036
116155.3401,5247.55841,2298.567708,14.52443275,32.6395
148204.9207,3868.457168,1196.385674,77.12463912,51.6495
207885.7412,3781.36591,8816.191024,53.23120714,43.6079
130354.3756,8250.945524,501.1932267,34.90553229,49.3126
86959.59462,2172.647322,3335.535053,4.534014266,53.5947
122393.2358,3219.075716,7916.140599,83.67415012,50.7774
96064.07849,1693.016933,4415.056256,60.82173076,36.2883
67893.72976,5089.82874,3395.155387,64.76721741,38.2585
94110.6401,6502.242677,8640.120054,35.92272095,60.0089
115610.4867,10471.84496,5668.498526,46.56081014,50.5696
132159.6392,3896.920103,2450.948711,94.80989572,55.58
76401.55075,6091.620478,1172.121393,50.36886538,42.0627
89445.7548,1828.099845,2354.432775,78.46314766,47.3097
75153.41643,1768.008797,8416.056819,40.05810947,49.0081
63781.6989,6055.348276,5326.552923,56.7092652,51.2713
79519.20543,4952.191818,6360.131233,97.67518518,45.8171
104162.1097,2804.106008,5891.689321,36.1650589,47.9944
85636.1508,8382.921371,3149.890295,26.92447273,62.1557
102062.6543,9376.523175,2097.326154,13.67221896,43.9002
84262.63061,6085.023344,2622.601533,86.85675199,53.28
120045.098,9492.242948,9144.537666,39.72701365,54.7065
24625.34432,8354.886074,8676.66978,65.8950539,55.9098
77186.26706,3040.443283,3349.668664,117.7158495,49.3841
127378.5037,4060.589149,7859.568287,18.78170105,52.9286
46717.02681,13569.68699,4317.820359,63.27976294,53.494
97473.2383,3398.445586,2068.501892,44.86295539,52.2886
108690.3928,2157.907847,7773.443915,7.229400618,51.0882
53019.98723,7399.551173,6954.916936,30.32108196,41.3751
83732.05731,1534.547869,6266.407205,51.31101758,58.4838
126462.8402,6542.451634,7226.628541,21.86339035,58.0366
76967.31601,2563.326842,5297.466179,26.01820917,54.7611
138667.0631,8599.27697,7922.310752,74.41313261,58.3586
202539.2705,9312.145993,6713.769576,40.71351421,43.9682
75681.43292,5284.317949,4627.863275,103.6286404,38.4996
182193.7598,2833.901508,8152.028738,47.78197911,53.7099
20537.02455,6138.423758,1701.616053,90.92113301,50.992
73419.73992,6026.148368,5687.718488,74.57223466,50.5485
53893.14396,5804.576021,1694.298539,33.89522045,43.749
88146.3216,9952.612122,2777.236162,-2.687176261,44.236
64016.8415,3013.038179,7809.249232,58.31777215,53.7321
112426.8739,8499.522824,7263.130516,5.21075875,47.1635
106960.8853,4416.276653,1831.53724,36.56808013,44.9845
109995.5984,1863.84704,2230.204345,93.10711744,47.8663
107421.0058,2241.441902,2512.325156,79.91316845,55.1874
97727.20496,7063.383556,2150.490977,35.27695224,46.1763
14385.52969,6392.201139,8998.549502,79.46803543,51.8188
66133.76204,5826.051527,958.2193956,-4.422240288,39.7349
99585.13624,3878.908726,2499.307083,82.41280332,55.3078
34418.3446,8075.404481,7340.105189,24.31138389,52.7739
97858.51589,3337.863035,-471.2684153,12.38675651,46.1731
146911.8302,9197.159157,7316.851621,58.65335309,40.4474
125158.2878,3343.86509,6013.502456,28.65873397,45.8206
29101.48902,5595.261452,7091.793664,28.56353728,51.1393
101449.7617,8496.520993,7170.672353,81.88988011,53.9209
72873.3251,8287.069463,5611.454733,58.12242416,51.2822
111906.9522,761.1681853,4695.43064,71.0990086,41.2041
49897.73053,2705.534651,2607.157613,126.1795842,45.6214
146619.5073,7714.438175,4173.77325,76.01006197,53.0326
35895.43698,8833.944738,7365.259145,63.85259042,58.3241
98699.62931,827.9601459,7193.837982,80.07501519,41.3493
105689.6913,7422.700326,1175.819526,61.06580551,40.3438
101572.0077,2375.144202,6923.722946,45.31633392,38.4412
134303.0764,6546.201424,9221.749112,42.3491604,42.1678
93899.8168,6207.259878,5828.003844,84.87707723,45.4708
71491.50502,3841.106201,2968.984936,75.42536162,57.186
30813.86658,5985.823381,4666.475191,93.09199514,50.8062
135101.8585,6617.581777,4923.30852,86.37962298,45.8017
105284.0234,5328.658374,4171.248061,24.81593868,33.741
66647.17105,7209.851195,3341.972088,39.07438545,47.4575
80204.84247,1605.279264,4290.728086,93.94590135,41.2449
74165.069,3314.299383,9352.287098,102.5965812,53.6125
77838.69445,6536.247677,3261.334139,84.33597285,51.7599
80452.8404,4674.679902,3297.542636,81.34906269,42.4217
81364.74852,2975.443136,3535.078077,49.99981914,68.7534
96709.90557,6431.090098,5633.12627,88.59287492,42.3418
106787.8276,3914.087035,8350.78648,50.90937695,53.1133
92899.09869,6751.9411,3793.718145,13.9311606,49.3447
169593.4551,1699.599291,6929.042134,65.58525642,48.0404
65575.23647,8105.361315,2428.462553,3.731701582,35.6923
114589.7938,4542.651473,6719.704832,32.63227516,43.105
10219.75504,1899.624055,1861.007065,97.925629,36.0816
58240.27008,3578.899015,5750.810319,-3.436322911,54.7073
114098.5382,6341.643479,6760.241836,34.09984608,39.0304
102918.9114,4905.260197,8247.973719,59.98234671,59.3705
106138.0735,3805.732602,7469.287231,12.85893116,55.3362
20311.20579,5712.336038,3302.864842,93.72177262,51.871
78588.47252,3468.669468,4812.871772,82.60514007,44.4663
153166.0374,2777.000881,6515.792918,57.90497457,54.1518
117579.3063,2015.603513,2221.058857,56.67355682,51.5475
126832.9322,1896.653945,8834.415304,16.31877187,41.823
96764.83789,1922.067757,11444.21271,62.24601366,51.9864
76400.0457,7001.295761,2577.27312,56.63031035,32.4249
85050.95126,5118.698022,6604.193843,78.54871522,47.3634
92334.56763,6653.151855,-742.0887299,37.13352098,42.8333
138722.6745,3617.261644,1043.855878,46.95456666,44.5601
94157.39205,7077.22922,8378.278936,-11.70910621,63.5502
82577.74697,7903.066321,7874.953953,34.65254271,52.239
88042.7174,733.6932141,5633.522525,67.39469044,50.8683
69718.72671,5356.783635,8432.399446,47.39815126,48.5565
125622.8821,2603.415168,7297.634448,79.8981902,44.7678
-12107.24978,7927.635207,7120.819074,28.25248749,48.1225
88458.6118,12231.76172,6188.953704,76.2822866,61.5729
28797.51105,224.5462295,9991.304182,35.98626158,38.7679
102671.8796,6661.777428,2102.525216,71.84116632,58.7519
88389.16993,901.8482082,702.8217639,67.22503698,37.0406
100351.2089,7511.009531,2951.939649,37.69533236,51.312
68231.49652,450.0721748,6638.912999,74.27164169,45.6789
68086.59543,4080.104955,4377.516958,67.92802274,46.2727
88813.91564,2977.618226,1405.176326,111.2715388,45.2499
73005.9975,6158.326107,9366.002231,107.0235867,43.1874
87695.33809,4006.598866,7701.884027,73.17156695,59.9859
130213.9915,4093.398362,8623.084912,91.87549838,47.9963
82009.38179,4660.135661,4128.284156,73.47483255,47.8637
86788.63677,2342.1991,4034.551592,37.81471565,45.406
65437.68323,1790.090098,6386.923264,-28.24438415,47.9582
153856.3214,6298.892085,-7.086667639,85.59289445,44.3491
96990.52464,6005.164816,3265.757243,49.1271876,57.2242
8831.080658,-187.5078132,1804.94279,38.98441564,43.1385
81545.94051,5915.910666,6158.334664,-15.18008916,52.2849
90072.42605,10257.21856,10557.59446,77.09979231,62.2533
145242.3029,1919.869444,7813.176925,79.94555707,46.8336
60181.12236,-44.04605838,2595.683797,76.43180188,46.6309
154229.0003,3180.467836,3503.539126,77.35958444,50.4295
159075.7561,1725.601223,8725.562571,51.23174651,54.9636
113500.2739,5877.032288,4516.015358,60.86013314,38.2409
41565.29412,1443.2199,6177.408111,81.55594194,55.2169
150720.1133,6452.216942,8230.15198,62.57112845,44.676
69173.75742,4043.632696,3123.817795,26.98633025,51.7352
131175.813,163.62866,2343.552695,55.32749106,48.7487
47976.16461,4140.984811,3082.232818,56.82491065,49.7834
56270.87946,9077.398527,11365.76484,26.6896412,58.0385
127184.899,5548.545686,3890.218134,72.24830969,36.185
79078.88404,671.8137664,1916.581156,6.495270223,52.3944
31414.18904,8882.962882,5450.814226,64.61396002,61.6434
62977.55748,10763.71604,2519.886028,50.90516277,54.5122
152896.0099,4379.312523,5358.845249,91.70475305,44.3853
142691.8119,3743.283043,1994.782846,71.96034435,54.8987
106270.2999,-242.7128895,4500.766,47.37255217,56.6198
107101.9092,1727.011188,977.059267,63.62557913,43.1287
99319.39449,7749.028133,5299.327611,26.5211925,52.7307
118406.1451,2685.821772,1084.403512,6.659329052,36.306
175758.1639,5790.433278,1496.06668,82.69132849,37.4831
42715.58763,9072.777257,7695.249111,74.43816382,48.8275
143780.8068,2327.825558,9045.311125,72.21344784,52.1305
97754.3819,2058.671157,7535.711938,51.75489424,45.922
152268.2115,3865.054109,3001.301892,55.74705482,50.8993
81285.58562,2857.058239,9187.288524,111.4239099,54.7713
51342.60317,7076.419884,7228.146802,47.23059418,40.1261
11698.84685,1296.336833,2676.900329,37.96129666,45.3931
101757.1801,4434.39149,3372.075427,78.24595839,45.2498
73872.76709,1068.792455,7094.633974,49.53870331,37.5834
166275.9712,3605.979799,3977.590643,24.06880483,42.2884
78954.67498,6159.352445,8989.322621,-9.120116382,52.9525
-6457.048951,418.5865557,1306.303331,29.32246521,48.0875
62346.10323,3867.382856,333.6406922,86.81154518,68.0989
141711.2958,2911.125963,4667.151687,74.9310045,45.5637
53171.2972,3917.989601,-1052.331782,58.50393132,56.7433
112975.8291,5691.705561,5064.278939,77.55777729,50.9042
105015.6128,5866.525399,7373.437471,-7.364646203,55.4507
73129.37424,4791.391679,7018.365528,48.64876059,27.8292
94402.80915,1212.66189,2500.440896,18.69266726,52.1093
65202.20279,2210.085729,2372.949039,37.17521945,46.5658
101000.3853,2344.379889,3068.688238,145.3511949,45.1941
101067.7244,6809.452637,1803.533356,48.76309913,50.6843
94617.29644,4600.640175,7292.732685,7.881160459,41.3703
94423.61628,5000.341539,7925.213172,83.64032905,49.6413
86317.44761,54.80724716,2329.372371,66.53698651,45.339
64657.31463,9079.186921,4888.604225,26.4586423,42.9251
81951.99759,2483.627863,6652.101079,75.91412439,57.0402
61937.78814,6784.099673,2507.130664,57.51737911,41.5006
37622.78823,6221.637882,7641.05035,7.041561912,50.5447
63197.75204,4944.916176,5269.479679,21.25182362,43.9052
92528.71978,7290.849459,5530.324051,92.56166935,49.222
98592.13426,2061.034327,9150.371263,66.48451434,59.1737
63572.10176,2549.554225,95.44006884,92.24456524,33.0132
72010.06485,2864.706998,5184.258183,0.100303494,56.0339
106099.7981,7386.170089,9156.054809,69.67854819,36.8176
112843.6788,6697.393632,2884.878921,81.87223622,44.8845
101188.8726,5210.336718,8725.259302,35.46499909,58.1982
53946.74133,2109.658319,5112.220786,32.92663576,49.5569
55982.87712,7581.809907,4969.266593,84.12047311,53.7125
144266.4315,9899.357884,770.8173553,99.33893771,41.4866
77017.79809,7237.252929,1486.522726,7.306808529,39.4457
72635.1976,7536.295088,8477.244395,67.29293882,38.473
43034.52995,4777.257323,4511.686829,78.87413397,50.9834
121141.5107,3534.051258,2846.019019,50.10627625,48.2921
99026.11811,716.8307025,6903.456806,113.0638696,52.8875
115189.667,7339.369349,4043.849102,14.72465109,43.5106
90304.23581,6351.010736,2653.301558,45.80323501,44.0369
96686.41508,2106.678608,2528.732646,55.9880262,45.0463
50543.40733,8762.323606,2445.225125,47.6940858,32.1932
35374.55087,6708.398808,9254.361865,62.0069561,38.7643
45706.49243,9768.776847,10004.00762,58.55226316,48.4393
108246.5611,5411.385394,856.9683186,68.27287218,41.025
149176.1056,2579.879219,5608.303709,83.82933746,51.5446
131293.9831,4896.224677,4512.731243,67.14720538,43.7485
76474.30236,-1100.9332,3801.761084,86.27705301,56.5278
110399.5651,8951.463496,2254.463705,43.3732144,42.7492
68436.305,891.625796,1472.818086,41.5564452,53.8159
99450.68295,5761.55648,1323.326924,120.5477558,36.9342
35084.70725,6267.901853,7855.847825,83.89570692,71.4245
62454.64512,2038.223709,7553.794914,10.56521141,47.2165
94749.7736,9190.780952,6520.604272,31.29137149,58.1447
107103.944,-69.4144996,8105.279948,71.05770442,56.9652
54971.31727,2226.787084,5751.303243,28.30027371,55.0242
39687.83719,10660.14567,7965.351214,54.10771115,42.5471
66461.72269,3387.785544,7548.985332,35.48145349,45.3671
78261.99274,8241.612651,4901.728866,97.61953467,53.5766
120920.8902,1732.603569,6355.83653,66.3153166,49.7936
55129.47201,3081.565279,-1741.897313,61.48785228,60.1185
124679.1792,6187.915328,10574.33263,29.87676996,61.2163
126721.5273,7178.931809,3597.357279,25.16110607,44.4905
104453.2928,8612.691542,6160.784119,32.84251167,52.1261
111320.3271,3563.439984,-79.09493203,83.51000083,47.8522
94130.959,4430.710453,7849.916061,18.91886006,51.6222
164460.9867,5240.136571,9269.64751,80.93065457,42.916
43140.89707,1279.684778,7907.752607,34.29735928,52.4228
57977.42517,6895.991103,3452.462877,63.29652985,46.6269
96975.52698,2890.877026,895.297531,11.83496215,38.9853
105820.8031,4378.274919,10133.56774,36.26075503,56.1371
101995.9463,2374.904006,9282.660611,64.25544661,48.132
141455.1482,6548.118881,2204.232752,16.24473303,45.6925
89627.50809,4684.098099,4654.209268,24.15958057,38.6433
40482.66498,1085.936891,5964.0384,31.03395824,52.5914
90323.32803,5780.229583,3335.399433,77.59571511,33.9278
112437.6214,6825.339305,6284.446878,18.28894963,32.2096
44571.04172,5614.989777,4034.669097,81.14331162,49.985
88326.63556,2217.134554,7362.667044,20.70049104,55.0777
61744.50982,2334.765199,5707.767012,83.59309417,38.8541
45136.92423,5574.43031,9591.299325,42.33654019,43.3282
132275.9242,4360.129684,3333.459738,65.70972386,54.0487
91932.7956,1534.358415,5372.288781,41.05342348,59.6316
88449.90531,5650.603875,5859.367451,39.85570418,43.4123
46475.65138,388.6099304,5932.658771,77.2088535,55.6543
30580.14629,4420.866762,5233.772372,46.82084022,56.9985
47899.83782,1083.742283,4437.364831,83.96242459,52.3254
83607.88408,1447.192921,1069.029048,75.76274113,44.6424
53040.59406,8828.991807,4217.871757,17.5859569,31.0448
132448.3346,-176.9029827,6218.495166,69.46927419,44.0654
74663.21197,6015.737064,2305.731434,48.78004419,54.4606
79194.73501,5452.020156,5145.287357,60.02949972,49.8272
131714.2269,7157.253878,9151.693475,74.40651708,45.4559
126452.2821,2028.600264,8997.333597,70.41761132,58.3047
115217.0974,876.7336135,7509.08037,51.60486142,60.8086
87810.14171,4775.293115,8939.246709,81.3980721,37.7656
94081.92738,5775.813835,5381.188372,85.37268113,42.0091
94070.01197,6315.121963,3125.254641,54.9780562,52.9451
169970.5577,1300.081759,7346.566035,7.4484205,35.5074
109685.8994,3138.95773,6115.903822,57.11381822,63.6607
98621.34546,2689.10772,7253.808192,15.51198221,60.585
95877.34951,996.7952416,3725.452111,92.04644106,49.8772
58281.45481,4610.926822,1245.927111,48.06337615,44.9169
117727.1007,4992.587143,3366.622592,46.36827867,33.0319
75832.64478,8432.320299,7813.749588,29.89515194,44.2274
112950.2963,679.6078592,2588.292289,77.4125064,43.3807
52435.73808,5951.55511,9766.592807,48.11311371,44.2187
98282.32197,8579.946429,5057.3597,30.9590044,52.222
145901.6095,2989.369758,6547.373346,75.81956182,51.9735
98953.40475,951.8310976,7998.652756,116.898051,48.0007
102811.6118,3291.853481,5012.835486,95.01738636,44.8429
95651.9713,593.9574953,2695.748054,83.7084487,48.2621
113797.0673,7229.657728,9627.175438,35.20745669,44.6344
62844.86495,7468.657451,6031.288669,71.66592078,37.1691
87742.04808,324.9509266,3880.900907,99.22016278,46.3542
38017.83011,4413.429455,9677.763006,57.76541743,25.6257
100863.8033,7567.440265,2450.88197,84.91791978,49.5194
111565.5429,2600.604869,7455.551057,42.5508811,37.5239
41998.39118,4822.796613,2958.491119,94.88863586,38.9077
101331.0761,7242.444489,-725.6692111,53.50398707,45.4405
117818.8679,4236.124435,4831.581268,67.77385753,46.2891
67663.0945,4454.861488,3646.192733,46.84714313,37.8797
62618.0767,-1483.383675,2862.679891,84.8243481,44.3929
119074.2521,2770.818727,3378.387587,41.85105134,37.5467
81915.76308,6936.70623,5423.774395,74.12680895,59.6483
56828.99507,2666.538804,7019.823523,40.26007613,48.7418
68853.81335,8995.842525,2448.519941,5.730717396,37.749
52671.18355,6131.393193,8652.377604,40.61902695,51.5083
71859.86362,9827.872333,9667.107846,57.03853884,41.122
112678.2545,4511.537313,1706.683547,90.98938798,45.6032
33235.26277,2470.485397,8820.946664,9.465569513,45.492
107477.3173,3180.127619,7515.66531,92.62560459,50.1955
89905.08945,-237.2317021,6594.771789,5.20827077,53.9735
58892.08775,2054.796449,6342.825351,83.91591609,54.8364
129912.0334,5017.850226,7900.106006,53.93431683,51.9321
106553.0269,5130.975981,2300.857113,93.626709,42.1376
117737.7583,4999.762442,6743.708809,65.56785612,51.9945
98381.92698,7132.227848,6452.47862,23.51452508,46.0375
37581.11336,6499.032888,3418.25105,86.85412577,56.4925
65289.54871,6247.766848,2764.645107,73.14583638,46.2158
65684.14105,8255.454054,7286.375694,65.8974585,52.1117
125535.5348,9333.219558,2173.641216,74.46791528,58.7261
104920.1096,202.9153476,8788.161035,54.3808049,53.0663
96455.44002,7011.145098,729.9980757,45.39263408,42.4812
88517.91435,1200.254969,7306.420416,62.65728321,59.7163
66042.16071,7063.761928,9217.803289,75.11107733,40.492
67992.87342,8621.497124,9685.090219,89.45380673,52.4
83489.80797,10232.75106,3022.678199,33.51242636,42.8938
89860.39174,4142.298435,7592.719391,19.34206509,54.5788
148835.7113,1356.926091,6777.549533,43.18012154,41.7745
55926.19947,894.5356974,5017.021261,21.56770853,44.2395
85506.72478,5827.352054,9522.843506,79.17026301,41.7287
84727.75897,4792.660698,4027.191552,80.60751195,45.8974
44878.54236,2622.625435,152.2867192,14.71097792,35.9564
114626.7252,7313.714306,3745.818194,124.4119552,37.9496
81147.98873,-1373.942912,7723.236944,45.65352641,44.1934
135286.8852,-274.2902049,3292.574534,63.80257567,52.1566
61939.3754,5548.176734,329.545609,16.38439345,46.3685
73103.63683,7863.148379,7554.718955,48.54296327,42.5564
131838.591,3202.744904,2524.567517,40.14293397,48.8821
64187.89636,7381.096095,8615.180386,53.3411122,34.8616
116749.4947,7020.676862,7822.042429,52.86610981,42.4643
94205.85781,2453.408133,3635.757753,76.38236577,49.0933
54168.52957,947.3847114,836.3549273,50.16641468,63.2882
121036.659,8005.072253,3377.663124,21.55439393,44.0852
86556.60767,3705.787094,4254.624124,42.94117521,50.276
75438.45654,4507.08037,5227.345321,29.416604,38.5446
53520.5084,2974.834553,829.593744,44.30333487,55.2758
94019.53007,6112.227507,2167.571785,19.71332062,44.7434
89878.75106,7593.206155,1711.070818,30.96897746,55.7717
53481.44298,9271.098215,6949.684312,38.53718275,49.7255
95504.10914,5355.380381,8550.162636,116.0564848,49.1041
58122.26969,5873.2168,2401.971951,43.55783105,41.9405
130460.5037,6557.497931,4254.943057,9.331396484,37.7338
95896.42598,3856.384361,2003.378384,34.65638829,57.3188
79360.42758,3988.927155,1755.237897,29.21595277,50.7057
77539.50873,1220.024334,7690.729184,60.12942629,46.4095
93438.40104,-40.64090666,6654.724956,75.01594939,53.6824
86715.61005,-77.62283593,1105.098737,60.38646531,55.4981
105593.7027,7135.17893,6399.834624,12.21609004,43.1623
107952.859,8684.676091,6324.019676,74.51872326,48.5965
90146.92981,4707.518706,961.7239025,6.834366474,37.847
99912.26614,9628.143007,8622.292591,100.1949266,34.9271
114225.826,6736.905258,3626.380082,12.45312687,28.9847
89085.97091,5970.175526,2218.426137,32.71401992,50.2306
78612.32547,3264.176123,9211.86682,56.37612598,37.8271
114173.9826,9587.698363,5284.70236,65.60174421,46.723
46973.93564,3510.212351,5075.074513,82.31023782,52.9413
76921.78786,5000.772594,4059.560051,48.15583334,38.2552
161946.8728,2123.603528,5661.165872,59.26506386,43.8824
173333.9457,10579.81272,4645.386792,55.36347219,40.2065
96579.75989,5453.841348,1844.396281,100.2249044,45.7425
70496.287,5047.854393,8888.906281,-2.498048326,54.4635
96849.52371,9209.792849,-1475.698262,11.16636964,42.0529
121788.7633,2213.137552,8139.725466,95.42512386,48.961
44397.17199,9197.757826,10171.72429,42.74980342,47.4361
130315.0513,1849.996714,9157.147049,38.84447311,56.8412
