Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
0.016684383,0.057289034,0.03875357,0.099713445,0.059741527,0.4497304,0.0055975914,0.0057528317,0.903213,0.060803115,0.040676832,0.95388085
0.027969062,0.054700494,0.026670367,0.012273103,0.030836761,0.07639435,0.02543369,0.017561167,0.95773774,0.31429058,0.037019968,0.85425425
0.005477041,0.021634936,0.018483818,0.030928254,0.018574446,0.05606854,0.011196017,0.0029670894,0.986132,0.069378436,0.07116896,0.97505504
0.022443384,0.01636818,0.79591656,0.109946996,0.010761857,0.01569748,0.077732235,0.10674307,0.022790134,0.69136965,0.15335533,0.8892713
0.031309336,0.02275449,0.13062617,0.37550223,0.058325976,0.17342162,0.05504614,0.0074334145,0.07600039,0.03777075,0.15779924,0.7537124
0.0005606115,0.0007882416,0.00088217854,0.0072357655,0.0034235716,0.9989892,1.21115845e-05,1.3898779e-06,0.0012617707,0.0021294653,0.00014281273,0.99899155
0.0027512312,0.006816566,0.03722775,0.3970865,0.043677866,0.9448831,0.009206206,0.00026494265,0.011818439,0.015559435,0.043142825,0.9990071
0.0090916455,0.016811699,0.07501507,0.5195484,0.08534005,0.8459685,0.013820291,0.0009509027,0.037287712,0.01657638,0.110369444,0.9920354
0.023625255,0.016043842,0.111965895,0.46145248,0.14270914,0.55010235,0.010129362,0.005494803,0.016197562,0.08182341,0.41146463,0.9664341
0.015060544,0.03739807,0.060236037,0.47134334,0.024799168,0.10091731,0.011292368,0.011054963,0.01176554,0.81599975,0.054911822,0.88874984
0.20025837,0.11739501,0.08086541,0.0365656,0.052809626,0.40363687,0.0077047944,0.07663235,0.10625768,0.47085324,0.027646452,0.20973241
0.031678826,0.049088806,0.03355992,0.08654258,0.068772525,0.51826566,0.0034398735,0.015033901,0.23505774,0.6869146,0.05309108,0.9209126
0.00395301,0.00033646822,0.006336719,0.033877403,0.040516704,0.7958654,0.011627883,0.00043565035,0.002297908,0.013114244,0.9269563,0.9992701
0.01474148,0.00094366074,0.009574145,0.0037860572,0.032010347,0.09536418,0.9955754,0.0021886528,0.010571867,0.18196416,0.042061508,0.97712517
0.0986186,0.009825587,0.06884125,0.03434962,0.2288791,0.5877358,0.6001873,0.019521773,0.014911801,0.14117056,0.3513772,0.851076
0.0028307438,7.1188144e-05,0.0041882694,0.008019745,0.023554891,0.09155229,0.00277856,0.0012202263,0.012657762,0.026754081,0.997067,0.9992999
0.023979396,0.021907538,0.036705375,0.050603896,0.084858656,0.19762632,0.1191017,0.05317992,0.008862585,0.97375345,0.28789705,0.9584788
0.054107964,0.013305783,0.030106157,0.022674382,0.1277057,0.24997264,0.81930834,0.019825011,0.016528934,0.60019284,0.11471215,0.85343194
0.0030660927,0.0073411763,0.13730934,0.93631387,0.036444575,0.05380243,0.019124955,0.0015476346,0.010864288,0.19505033,0.18815279,0.98988545
0.2084657,0.015004426,0.041446984,0.014219761,0.05364418,0.8516786,0.004593104,0.017851949,0.00598073,0.10611749,0.1653398,0.4666734
0.007396668,0.012255192,0.54002243,0.85287774,0.01275146,0.014533192,0.01849857,0.0177024,0.010717005,0.61275893,0.24207762,0.9524627
0.047431678,0.012696654,0.15885216,0.18509376,0.14202204,0.5071901,0.13843825,0.015703648,0.014455408,0.10636166,0.6569533,0.9596872
0.016390681,0.007453412,0.024338335,0.018141717,0.042804748,0.9571378,0.0071400404,0.001995951,0.004235506,0.19443679,0.015364081,0.98151344
0.03626308,0.014074653,0.058462262,0.02082172,0.046584725,0.85846114,0.00034236908,0.018612385,0.0036076307,0.7168158,0.15276897,0.9381443
0.100277066,0.058817595,0.0543423,0.090120226,0.042575836,0.15164074,0.0127284825,0.027792543,0.077493966,0.2852829,0.08936724,0.2503171
0.01720041,0.011104703,0.04228741,0.055126965,0.07617685,0.8852582,0.003909886,0.0030852854,0.019740969,0.17085254,0.072609395,0.98607206
0.07737318,0.18984935,0.02747038,0.14404237,0.038071454,0.6333061,0.0004964769,0.00883615,0.09512839,0.14446679,0.016344368,0.22313261
0.010829836,0.029235423,0.031625956,0.008146167,0.01652652,0.07366547,0.010307878,0.041719586,0.04277572,0.99732715,0.015333921,0.94685066
0.011715233,0.0074191988,0.10248095,0.09094921,0.021788001,0.022884905,0.013694435,0.07139668,0.023352265,0.8794725,0.9056954,0.9808767
0.10781455,0.11038515,0.21801871,0.01981154,0.02399847,0.1579586,0.014716506,0.11960256,0.37693465,0.2368083,0.0112350285,0.23977393
0.0039289594,0.009400934,0.055972487,0.7017437,0.03573805,0.2882925,0.0047062635,0.0007028878,0.012310028,0.0833821,0.11395779,0.98537356
0.033503264,0.0048772395,0.09124291,0.20942774,0.05731246,0.20234448,0.12858218,0.007953256,0.0020693243,0.13601196,0.39660087,0.89547634
0.21006253,0.12079728,0.05861658,0.07627934,0.034957558,0.30263653,0.010636091,0.06931114,0.019664764,0.36544216,0.06199047,0.084329695
0.01609078,0.021806031,0.34622383,0.46477026,0.038381845,0.23624578,0.013962001,0.013674945,0.0057429075,0.5413702,0.033912838,0.93140715
0.110092044,0.031790316,0.07961103,0.027265579,0.14896473,0.6318268,0.04093671,0.108944625,0.018016338,0.6248933,0.25279877,0.8050707
0.00111112,0.00043451786,0.0012079179,0.0021317005,0.0064994693,0.9984007,2.424886e-05,7.667781e-06,0.0019333959,0.0039871037,0.0018686354,0.9990692
0.060894817,0.0068416595,0.031366915,0.08436072,0.17780343,0.3942693,0.068327665,0.017739415,0.024858057,0.1505695,0.87139463,0.944685
0.09991193,0.024628878,0.097531706,0.22512072,0.1269022,0.39171284,0.026560426,0.016725242,0.040447474,0.094583035,0.45548654,0.6905248
0.0076324344,0.00018793344,0.0021083653,0.0052013993,0.04178664,0.9148121,0.006120026,0.00049489737,0.0043893456,0.0077912807,0.96821296,0.9988686
0.005805999,0.0012995601,0.013047487,0.0061604083,0.01902631,0.066566736,0.0029358864,0.025789917,0.0026957393,0.98456943,0.9143443,0.99399817
0.031287372,0.01939705,0.29656523,0.076723725,0.04619786,0.46665722,0.026641577,0.0479694,0.015557468,0.29672414,0.14288694,0.97496367
0.0054097176,0.008418739,0.008375257,0.048166573,0.02099365,0.9891435,6.384503e-05,0.00015962124,0.005594045,0.016037583,0.009293228,0.9847075
0.14234167,0.025635391,0.03820175,0.02230683,0.06781587,0.79028845,0.0022938848,0.016170174,0.019186288,0.15768543,0.14999917,0.4701075
0.003415525,0.004499048,0.81813264,0.09515533,0.006944597,0.053596884,0.012041897,0.019450366,0.0033284128,0.90522677,0.038211852,0.99423563
0.07197827,0.13724667,0.054025173,0.2172992,0.081507,0.18931663,0.009108424,0.025990874,0.6954819,0.29292268,0.045033783,0.41520497
0.007667899,0.0051144958,0.67715186,0.22118154,0.034025848,0.38150558,0.004848838,0.007798612,0.0051789284,0.06825,0.17620757,0.9892575
0.0064872503,0.0045128763,0.006626904,0.019835204,0.03002593,0.9524865,0.0033166707,0.0003041029,0.006487459,0.04842058,0.014156967,0.991077
0.16187552,0.048339486,0.23355827,0.04990959,0.17855024,0.46047282,0.3517784,0.10848737,0.08362058,0.29368484,0.23668468,0.7950945
0.02416274,0.0025100708,0.023011148,0.023015738,0.04386562,0.07386175,0.22054923,0.012260556,0.042137235,0.12921956,0.8174021,0.9734951
0.056785524,0.0150657,0.5585395,0.04007393,0.022958219,0.45303154,0.0017030835,0.038448095,0.006657958,0.24577913,0.08404806,0.7237056
0.0034225583,0.0015652776,0.007720381,0.009018421,0.021525621,0.9962226,0.001257956,9.321949e-05,0.0027495623,0.013285369,0.008177966,0.9981145
0.0015168786,0.00075519085,0.98413825,0.044897377,0.0015674531,0.041757524,0.009090304,0.0064789355,0.0023949146,0.05857274,0.037067175,0.99658334
0.0020791888,0.00010488498,0.018406987,0.04748991,0.009337783,0.034262657,0.00042623281,0.0018872321,0.0016061962,0.026375264,0.997653,0.9982221
0.14024866,0.06541979,0.1344443,0.050215155,0.031323016,0.09900364,0.025765806,0.16999772,0.024807066,0.8487992,0.12479201,0.30846453
0.008610308,0.0061078966,0.05878204,0.054005265,0.026075631,0.5983635,0.003530383,0.0025892556,0.014170885,0.07441884,0.29187945,0.99252325
0.0020655096,0.0009993613,0.006449312,0.006401509,0.011894226,0.9973992,4.805654e-05,3.3484528e-05,0.0030618012,0.0049377084,0.0061703622,0.99880683
0.22624576,0.16223496,0.07727602,0.051202476,0.09555137,0.27137077,0.047412723,0.13382658,0.3431698,0.49921873,0.0968537,0.30058956
0.025751472,0.0070423484,0.027611524,0.02245304,0.078742,0.43864435,0.04895097,0.022498995,0.014716297,0.6632875,0.6562321,0.9825274
0.0795418,0.003820151,0.023154527,0.012488812,0.085529506,0.18292347,0.9461015,0.010917544,0.011927128,0.13753271,0.20183238,0.8277997
0.020437092,0.002003044,0.059211314,0.056393713,0.019364446,0.04251623,0.005048305,0.019886702,0.006695688,0.13774505,0.9714104,0.9488423
0.005428165,0.013585925,0.115614206,0.6801262,0.008227378,0.01606661,0.0065355897,0.009626061,0.002955556,0.9539242,0.028443247,0.92834413
0.14981997,0.041575253,0.019450992,0.014755547,0.059705645,0.7552887,0.001227051,0.013526976,0.011416286,0.34947473,0.019389302,0.14843887
0.22704285,0.08090952,0.27836895,0.020501137,0.020829529,0.10977206,0.0891712,0.4480738,0.01911977,0.44951147,0.10709214,0.20186141
0.0054458976,0.007940561,0.041988313,0.028845996,0.03266108,0.827219,0.00094765425,0.002699852,0.00835824,0.7843939,0.01677534,0.9946579
0.06231004,0.004392028,0.022870362,0.016709656,0.0367029,0.87574655,0.0072952807,0.0026095808,0.0014230609,0.032470673,0.14302257,0.7847036
0.07840839,0.038134217,0.090877384,0.037795812,0.02466923,0.15053368,0.0072310567,0.08736831,0.008130878,0.9058806,0.09241295,0.54515034
0.028777927,0.039465398,0.043004245,0.01992488,0.014165014,0.13147321,0.0013987422,0.03767118,0.026809126,0.98493075,0.010641277,0.67454433
0.00024050474,0.0011060834,0.059630692,0.9852998,0.012026966,0.055137843,0.0017435551,3.4403267e-05,0.003710717,0.015608162,0.08114979,0.9982749
0.013365388,0.068407714,0.02420777,0.014283299,0.019838989,0.053631634,0.00980711,0.024517,0.92581797,0.90726364,0.018632233,0.9207221
0.00466311,0.0046716034,0.01517117,0.0032916367,0.008128315,0.006826639,0.82056844,0.011265218,0.6823251,0.89871705,0.07899243,0.9902676
0.011885554,0.00046259165,0.0066330433,0.003108114,0.033807248,0.2553483,0.9976569,0.0006541312,0.0021303296,0.087453425,0.01945731,0.9884858
0.0029112399,0.00064489245,0.029955655,0.12593028,0.031972855,0.1582267,0.93084234,0.00063857436,0.005883634,0.046320498,0.21186042,0.99788225
0.067598134,0.05050865,0.47245923,0.4208628,0.045703948,0.16742858,0.14439303,0.032057315,0.022792459,0.13289705,0.05287239,0.6221336
0.1568132,0.04482639,0.17186645,0.22727284,0.11573726,0.20605049,0.07556763,0.07014832,0.033320755,0.15740916,0.71036774,0.5768289
0.03563264,0.10038921,0.041719288,0.10455868,0.0635629,0.68240213,0.001442045,0.006123036,0.4583096,0.07679194,0.04927787,0.8351255
0.004224509,0.0010707676,0.0033705235,0.020575821,0.021628588,0.97598636,5.6139652e-05,7.243308e-05,0.0039198995,0.0051481724,0.2056528,0.99511045
0.10751492,0.049010575,0.018479735,0.015615523,0.07400358,0.8203944,0.0010896623,0.007987976,0.116571754,0.14064589,0.011808783,0.284016
0.031431377,0.017933518,0.7446661,0.18013895,0.054007232,0.4864918,0.011604756,0.018216014,0.014457017,0.06268528,0.1013909,0.91420674
0.015175551,0.0682385,0.043433487,0.03550279,0.022791952,0.1196357,0.004730761,0.04199457,0.068206996,0.9908282,0.014556259,0.91508484
0.0049963593,0.0001284182,0.005572647,0.0011368096,0.010643721,0.08209181,0.9991581,0.00031119585,0.0019094646,0.0551607,0.015222102,0.9941635
0.04072851,0.00862509,0.081267625,0.03633219,0.12997073,0.8117868,0.00652349,0.01419583,0.002007991,0.4757754,0.25357318,0.90873265
0.001817435,0.0006175935,0.0011169016,0.0026291907,0.006681502,0.9985285,1.5702408e-06,1.2189895e-05,0.0012902021,0.003132373,0.0041949153,0.99379325
0.039025635,0.019617409,0.0038341582,0.0055832565,0.012867361,0.9316716,3.0392644e-05,0.00079259276,0.005699545,0.06918681,0.0012239218,0.1199072
0.008160442,0.0123179555,0.011098802,0.005243689,0.010222614,0.061739564,0.008552223,0.012795746,0.034703374,0.9906641,0.011758029,0.94014716
0.021231145,0.006675333,0.31440473,0.06500739,0.084178716,0.55691034,0.07988894,0.02326265,0.004309207,0.33606195,0.6451963,0.99091303
0.025793731,0.002090335,0.011755586,0.04008338,0.15920424,0.789505,0.0064584315,0.002169162,0.0070750117,0.040613085,0.7283114,0.93920183
0.13890049,0.0124081075,0.022865891,0.005392164,0.0047967136,0.073559195,0.005210817,0.030336857,0.0012613833,0.7510475,0.012235194,0.032740146
0.014460325,0.004309088,0.09924114,0.021018833,0.027794182,0.08981153,0.011144042,0.05565262,0.0014965832,0.94046354,0.75929904,0.9759197
0.0064729154,0.0012161732,0.013575017,0.048896134,0.07753873,0.9232887,0.07914454,0.00031536818,0.007805079,0.0069880188,0.45311904,0.9978657
0.012419343,0.011323959,0.03162703,0.029614925,0.024537385,0.060998857,0.023807853,0.044601858,0.007532686,0.99232745,0.24054492,0.96003926
0.018898457,0.01197046,0.7426057,0.07592872,0.013120115,0.018843204,0.028955191,0.19892475,0.028573722,0.43380308,0.66831005,0.95383275
0.1643388,0.0946444,0.119057536,0.08091584,0.069618225,0.28529882,0.030422509,0.10012278,0.036348015,0.63260376,0.043678164,0.3177052
0.3116476,0.07992396,0.10759109,0.059963197,0.099054515,0.35055393,0.033933282,0.1912753,0.045286804,0.41147563,0.33866626,0.27653837
0.032518804,0.039338678,0.0370934,0.056655914,0.085366875,0.4493399,0.18189463,0.023893416,0.030432135,0.817521,0.046438277,0.9457714
0.009877086,0.0044599175,0.3190655,0.07286763,0.04285243,0.7298595,0.009237379,0.0065354705,0.014384508,0.026640892,0.62696844,0.9977305
0.027232975,0.0029993653,0.09394473,0.113823205,0.12823546,0.3285258,0.025111109,0.013991088,0.0046726763,0.17131081,0.9286151,0.9806949
0.0066208243,0.018824548,0.20681122,0.024108976,0.013562292,0.076057404,0.012123048,0.05399248,0.017044932,0.992449,0.07373735,0.98802006
0.14729863,0.02291292,0.02692905,0.006234765,0.056218117,0.69846255,0.012533963,0.018010944,0.006578505,0.4404052,0.01632899,0.24662194
0.01341638,0.016382247,0.03494847,0.16357997,0.059405,0.74297667,0.002793014,0.0017185807,0.10513201,0.019465804,0.06930369,0.9598988
0.02271691,0.00051015615,0.008992672,0.019022435,0.039898932,0.1487709,0.0041921735,0.0042503774,0.0044205487,0.04290384,0.98754644,0.9652698
0.11366761,0.029426783,0.0038569868,0.0008429289,0.004778862,0.16063008,0.0011710227,0.01476863,0.035873204,0.85265064,0.0016666353,0.04137546
0.012998015,0.0009189546,0.013396889,0.0041902065,0.014423996,0.028029114,0.9931306,0.0029748976,0.0064988136,0.33554852,0.034558862,0.9598367
0.06993151,0.019707829,0.031079084,0.011174738,0.1016224,0.8436111,0.052930683,0.01228261,0.010780126,0.5223496,0.017832458,0.79584724
0.0099719465,0.0055673122,0.0026530623,0.006688416,0.019266516,0.98511577,0.00011635857,0.00016054511,0.021680683,0.019037902,0.0041258633,0.96880233
0.011347622,0.0060092807,0.9168577,0.14080337,0.005370289,0.035374522,0.0047676563,0.035483062,0.0100339055,0.10489267,0.16470978,0.9305755
0.22495058,0.049507886,0.041946024,0.07798156,0.07027012,0.43372405,0.02142635,0.025225729,0.014952272,0.1831302,0.11901596,0.11525026
0.20464355,0.019351333,0.017497897,0.008640945,0.050848722,0.504097,0.00226745,0.030871898,0.0061014295,0.6250016,0.09441814,0.11908159
0.20724404,0.04693526,0.151678,0.112472326,0.048247606,0.15076298,0.06752458,0.076810956,0.012723088,0.228437,0.175948,0.15011674
0.029714078,0.035792917,0.02633214,0.059604585,0.057657838,0.9493995,0.0004917681,0.0035642684,0.036465555,0.10524672,0.024600714,0.88536024
0.029297918,0.0046472847,0.04930672,0.097828686,0.08382195,0.12177667,0.059252948,0.015589833,0.06469017,0.10867807,0.9155457,0.96716475
0.12615615,0.050284654,0.03848797,0.22308117,0.20444459,0.50262535,0.05344352,0.018163562,0.029155731,0.2693969,0.121898204,0.3589205
0.032156467,0.014577299,0.090890646,0.16876519,0.18081719,0.7392979,0.075936615,0.007883936,0.013650894,0.1666072,0.18362862,0.95805895
0.20808521,0.1583328,0.13934594,0.045083284,0.07466322,0.2194255,0.21487883,0.11542711,0.47666392,0.27962655,0.05602783,0.38427025
0.013146639,0.0011109412,0.014090091,0.0025809705,0.010445714,0.04841554,0.9812697,0.0018244684,0.030567735,0.07569131,0.07637748,0.9840791
0.014086306,0.020989865,0.021024346,0.022934854,0.049352735,0.13758093,0.042441636,0.016379863,0.8076146,0.48322964,0.3003787,0.988693
0.012129784,0.0113378465,0.03380367,0.028375775,0.0395059,0.91879976,0.0070135295,0.0033952296,0.0037045777,0.6104307,0.0126411915,0.9894942
0.18097809,0.11216971,0.07309505,0.033510715,0.07689643,0.32086116,0.029465854,0.09189266,0.07574952,0.78860646,0.038152277,0.37031007
0.05770716,0.013951242,0.013653219,0.013975978,0.04728362,0.9406533,0.0019733906,0.002120763,0.030382425,0.04118651,0.02468425,0.79121375
0.0062384605,0.0023616254,0.028188735,0.013812095,0.0354726,0.07282916,0.017222255,0.020014852,0.01447475,0.8902663,0.9035342,0.9965638
0.016045213,0.08311424,0.05221513,0.025548548,0.051000953,0.2907862,0.00317505,0.028240055,0.8462155,0.6512414,0.041573226,0.9669278
0.0055339634,0.00017479062,0.0049095154,0.012270808,0.041556716,0.8657919,0.0065392256,0.0005493164,0.0016338229,0.007383287,0.97630835,0.99914145
0.009073883,0.0005785227,0.017333508,0.004290968,0.014262408,0.069625884,0.9896548,0.0014669001,0.0123413205,0.058986574,0.09732452,0.9928493
0.0014823377,3.9341583e-05,0.00223428,0.0031598508,0.007544458,0.022174895,0.6594815,0.00032505393,0.007707238,0.028361827,0.9041546,0.9993273
0.0089990795,0.015214294,0.22677538,0.9031801,0.022564113,0.044388384,0.005129963,0.0032356083,0.025268495,0.07203466,0.11185408,0.8111264
0.048876166,0.027745664,0.08141258,0.022958845,0.039806336,0.16555756,0.010514587,0.08158305,0.025947511,0.95962083,0.108629435,0.80346715
0.12238321,0.0105777085,0.062146753,0.017469078,0.062597156,0.85777086,0.024527788,0.005907923,0.006150067,0.039845258,0.06100282,0.53349024
0.055974245,0.007324606,0.07656041,0.12411097,0.090740144,0.45949414,0.02545163,0.011908025,0.0027540326,0.08281639,0.6903988,0.8005705
0.04010287,0.044982582,0.048724324,0.47947967,0.17078227,0.51950836,0.0086914,0.006604761,0.09991372,0.08873707,0.22503927,0.85001636
0.037763953,0.002834648,0.0107064545,0.013790131,0.08048153,0.9082481,0.034804344,0.0019063056,0.015003771,0.026318341,0.48900452,0.98043454
0.015214741,0.00401628,0.04677707,0.008355826,0.02118668,0.07748863,0.96014667,0.0064631402,0.0645093,0.18764526,0.098742455,0.9897927
0.049010545,0.017307252,0.047147244,0.011184931,0.04018432,0.5996249,0.0032505095,0.026504517,0.009200156,0.9037131,0.037433654,0.8481192
0.0448097,0.0018076599,0.012533635,0.0059388876,0.038539052,0.08582276,0.95669824,0.007359445,0.004256904,0.2970162,0.13580215,0.8400032
0.0078626275,0.004366368,0.022755474,0.023807228,0.039336592,0.9880146,0.006093055,0.0004594326,0.003769368,0.03483489,0.013554782,0.99422395
0.009881347,0.050436437,0.108505815,0.09765893,0.0665651,0.627774,0.0043995082,0.010727465,0.454733,0.50476176,0.032693148,0.9909064
0.11471328,0.039248943,0.59292406,0.23948258,0.111412674,0.33677924,0.1019378,0.05498025,0.021070004,0.096860915,0.38451657,0.74251086
0.08532962,0.067944944,0.026011854,0.024489284,0.09919977,0.7107774,0.0042297244,0.026338816,0.5293634,0.26501393,0.05931008,0.7405631
0.010615379,0.048486948,0.008717239,0.0116098225,0.017271608,0.1454204,0.0009239316,0.004137397,0.98131764,0.16393894,0.011325389,0.8730948
0.088085175,0.028523088,0.036288112,0.016992748,0.025211662,0.15263534,0.006558925,0.035320073,0.045662075,0.47282794,0.1696957,0.4145468
0.005374193,0.0026429594,0.0071258247,0.011486232,0.022589147,0.99488723,0.00058436394,0.00010847207,0.0033027232,0.01415199,0.0049286187,0.99279654
0.020423055,0.0047823787,0.11547908,0.11248991,0.032060176,0.101582825,0.67468995,0.009562165,0.0057576895,0.10323644,0.40338117,0.9673383
0.058436245,0.13101369,0.08386049,0.25174144,0.019515306,0.097216815,0.016986966,0.030968636,0.023384154,0.5554584,0.029260457,0.32421187
0.01266852,0.0126957,0.023010373,0.009789556,0.028737843,0.9101182,0.002402246,0.006575942,0.005017638,0.89452577,0.009542704,0.98791516
0.017388433,0.004786104,0.016716272,0.009334952,0.047023296,0.96829283,0.13731626,0.0007043183,0.034724325,0.022228628,0.013197482,0.9925473
0.015744328,0.013427198,0.11963689,0.010413408,0.015410304,0.16745749,0.010945171,0.030363262,0.010985911,0.96650684,0.026813477,0.9540477
0.023730785,0.059148192,0.0107783675,0.004865527,0.029349983,0.7712202,0.0014788806,0.0032842755,0.9345724,0.11968014,0.0039153993,0.9097979
0.17609268,0.03548035,0.031460464,0.0163804,0.13353425,0.6737989,0.026870131,0.020694703,0.07698351,0.24221194,0.03300926,0.29309276
0.0649479,0.074088246,0.06143701,0.04792115,0.07556319,0.73824334,0.0013380051,0.016948372,0.053056896,0.39382318,0.018455952,0.5454245
0.023471981,0.0013376474,0.021633983,0.004360974,0.030563623,0.1592581,0.9940121,0.0020523965,0.0055847466,0.114948064,0.028267592,0.96233773
0.019564688,0.0025370717,0.035375804,0.048428208,0.07110658,0.8616948,0.022954345,0.0022743344,0.0040804744,0.025713474,0.7581377,0.99088204
0.009099066,0.038319618,0.03777349,0.010447234,0.025396258,0.065473855,0.009029657,0.0451867,0.79029185,0.97250676,0.034073472,0.97656775
0.04556054,0.007955879,0.4369552,0.036537558,0.061576366,0.18526977,0.8649968,0.022626728,0.02534768,0.09039548,0.17358303,0.94929564
0.019462168,0.0067103505,0.03981164,0.05326855,0.09596357,0.92770153,0.0014334321,0.0039236844,0.0010152757,0.25673956,0.09636,0.95337915
0.003231287,3.748498e-05,0.001360923,0.0066996515,0.021358669,0.06984931,0.0018603504,0.00072166324,0.006073326,0.024420232,0.9981992,0.99847543
0.007609099,0.086176544,0.012731999,0.010650098,0.017232358,0.41386423,0.00033938885,0.005725503,0.8348532,0.86640334,0.0013308823,0.94620466
0.00017023087,0.00036534667,0.8668746,0.93267214,0.0016407967,0.018874913,0.001737982,0.00012931228,0.00036770105,0.015482664,0.061653137,0.99909234
0.0189223,0.010186523,0.042809993,0.017537951,0.02677399,0.11289564,0.00499931,0.05524108,0.0072178245,0.9840441,0.4183915,0.9548729
0.15242305,0.1007829,0.12552795,0.3348891,0.07939872,0.24545088,0.022681355,0.035179943,0.040970385,0.1521565,0.07492414,0.1353187
0.12653315,0.013682872,0.0502277,0.021603048,0.03220874,0.10367006,0.20895424,0.04845345,0.005991727,0.6199213,0.17279777,0.40449223
0.01718682,0.02634129,0.005432695,0.013246566,0.031300962,0.867978,0.0007249117,0.00072553754,0.833795,0.018734992,0.0061405003,0.93755573
0.00025746226,0.0002270639,0.04320699,0.96656483,0.011223286,0.028693646,0.016075432,4.2157997e-05,0.0009990335,0.0075291395,0.55640876,0.99916685
