uid,item_id
262352,25349
262352,55857
262352,20875
262352,145569
262353,25349
262353,55857
262353,20875
262353,145569
208,25349
208,55857
208,20875
208,145569
262359,25349
262359,55857
262359,20875
262359,145569
262360,25349
262360,55857
262360,20875
262360,145569
217,25349
217,55857
217,20875
217,145569
262366,25349
262366,55857
262366,20875
262366,145569
223,25349
223,55857
223,20875
223,145569
262367,25349
262367,55857
262367,20875
262367,145569
262368,25349
262368,55857
262368,20875
262368,145569
233,25349
233,55857
233,20875
233,145569
262380,25349
262380,55857
262380,20875
262380,145569
238,25349
238,55857
238,20875
238,145569
262389,25349
262389,55857
262389,20875
262389,145569
249,25349
249,55857
249,20875
249,145569
131326,25349
131326,55857
131326,20875
131326,145569
131327,25349
131327,55857
131327,20875
131327,145569
255,25349
255,55857
255,20875
255,145569
262402,25349
262402,55857
262402,20875
262402,145569
262403,25349
262403,55857
262403,20875
262403,145569
262405,25349
262405,55857
262405,20875
262405,145569
131334,25349
131334,55857
131334,20875
131334,145569
264,25349
264,55857
264,20875
264,145569
131337,25349
131337,55857
131337,20875
131337,145569
262410,25349
262410,55857
262410,20875
262410,145569
267,25349
267,55857
267,20875
267,145569
265,25349
265,55857
265,20875
265,145569
131339,25349
131339,55857
131339,20875
131339,145569
262411,25349
262411,55857
262411,20875
262411,145569
131344,25349
131344,55857
131344,20875
131344,145569
262417,25349
262417,55857
262417,20875
262417,145569
275,25349
275,55857
275,20875
275,145569
131348,25349
131348,55857
131348,20875
131348,145569
277,25349
277,55857
277,20875
277,145569
262421,25349
262421,55857
262421,20875
262421,145569
131351,25349
131351,55857
131351,20875
131351,145569
281,25349
281,55857
281,20875
281,145569
262440,25349
262440,55857
262440,20875
262440,145569
131370,25349
131370,55857
131370,20875
131370,145569
300,25349
300,55857
300,20875
300,145569
131376,25349
131376,55857
131376,20875
131376,145569
305,25349
305,55857
305,20875
305,145569
262450,25349
262450,55857
262450,20875
262450,145569
314,25349
314,55857
314,20875
314,145569
262459,25349
262459,55857
262459,20875
262459,145569
319,25349
319,55857
319,20875
319,145569
262465,25349
262465,55857
262465,20875
262465,145569
262467,25349
262467,55857
262467,20875
262467,145569
326,25349
326,55857
326,20875
326,145569
131403,25349
131403,55857
131403,20875
131403,145569
262475,25349
262475,55857
262475,20875
262475,145569
262479,25349
262479,55857
262479,20875
262479,145569
262480,25349
262480,55857
262480,20875
262480,145569
335,25349
335,55857
335,20875
335,145569
336,25349
336,55857
336,20875
336,145569
262484,25349
262484,55857
262484,20875
262484,145569
262486,25349
262486,55857
262486,20875
262486,145569
346,25349
346,55857
346,20875
346,145569
347,25349
347,55857
347,20875
347,145569
262497,25349
262497,55857
262497,20875
262497,145569
131427,25349
131427,55857
131427,20875
131427,145569
366,25349
366,55857
366,20875
366,145569
262518,25349
262518,55857
262518,20875
262518,145569
262520,25349
262520,55857
262520,20875
262520,145569
131448,25349
131448,55857
131448,20875
131448,145569
262522,25349
262522,55857
262522,20875
262522,145569
262523,25349
262523,55857
262523,20875
262523,145569
131457,25349
131457,55857
131457,20875
131457,145569
385,25349
385,55857
385,20875
385,145569
262532,25349
262532,55857
262532,20875
262532,145569
131460,25349
131460,55857
131460,20875
131460,145569
262538,25349
262538,55857
262538,20875
262538,145569
400,25349
400,55857
400,20875
400,145569
401,25349
401,55857
401,20875
401,145569
262546,25349
262546,55857
262546,20875
262546,145569
262545,25349
262545,55857
262545,20875
262545,145569
131479,25349
131479,55857
131479,20875
131479,145569
409,25349
409,55857
409,20875
409,145569
410,25349
410,55857
410,20875
410,145569
262553,25349
262553,55857
262553,20875
262553,145569
420,25349
420,55857
420,20875
420,145569
421,25349
421,55857
421,20875
421,145569
430,25349
430,55857
430,20875
430,145569
441,25349
441,55857
441,20875
441,145569
262589,25349
262589,55857
262589,20875
262589,145569
446,25349
446,55857
446,20875
446,145569
262594,25349
262594,55857
262594,20875
262594,145569
131528,25349
131528,55857
131528,20875
131528,145569
456,25349
456,55857
456,20875
456,145569
458,25349
458,55857
458,20875
458,145569
131530,25349
131530,55857
131530,20875
131530,145569
262602,25349
262602,55857
262602,20875
262602,145569
462,25349
462,55857
462,20875
462,145569
131536,25349
131536,55857
131536,20875
131536,145569
467,25349
467,55857
467,20875
467,145569
131540,25349
131540,55857
131540,20875
131540,145569
262613,25349
262613,55857
262613,20875
262613,145569
131545,25349
131545,55857
131545,20875
131545,145569
473,25349
473,55857
473,20875
473,145569
474,25349
474,55857
474,20875
474,145569
476,25349
476,55857
476,20875
476,145569
262625,25349
262625,55857
262625,20875
262625,145569
482,25349
482,55857
482,20875
482,145569
487,25349
487,55857
487,20875
487,145569
493,25349
493,55857
493,20875
493,145569
131566,25349
131566,55857
131566,20875
131566,145569
262638,25349
262638,55857
262638,20875
262638,145569
131568,25349
131568,55857
131568,20875
131568,145569
131569,25349
131569,55857
131569,20875
131569,145569
131570,25349
131570,55857
131570,20875
131570,145569
498,25349
498,55857
498,20875
498,145569
262654,25349
262654,55857
262654,20875
262654,145569
131584,25349
131584,55857
131584,20875
131584,145569
518,25349
518,55857
518,20875
518,145569
262664,25349
262664,55857
262664,20875
262664,145569
522,25349
522,55857
522,20875
522,145569
262667,25349
262667,55857
262667,20875
262667,145569
131596,25349
131596,55857
131596,20875
131596,145569
131599,25349
131599,55857
131599,20875
131599,145569
131600,25349
131600,55857
131600,20875
131600,145569
131604,25349
131604,55857
131604,20875
131604,145569
536,25349
536,55857
536,20875
536,145569
537,25349
537,55857
537,20875
537,145569
262682,25349
262682,55857
262682,20875
262682,145569
542,25349
542,55857
542,20875
542,145569
262688,25349
262688,55857
262688,20875
262688,145569
545,25349
545,55857
545,20875
545,145569
131616,25349
131616,55857
131616,20875
131616,145569
262691,25349
262691,55857
262691,20875
262691,145569
548,25349
548,55857
548,20875
548,145569
262689,25349
262689,55857
262689,20875
262689,145569
556,25349
556,55857
556,20875
556,145569
131630,25349
131630,55857
131630,20875
131630,145569
559,25349
559,55857
559,20875
559,145569
262708,25349
262708,55857
262708,20875
262708,145569
262709,25349
262709,55857
262709,20875
262709,145569
564,25349
564,55857
564,20875
564,145569
262711,25349
262711,55857
262711,20875
262711,145569
570,25349
570,55857
570,20875
570,145569
262714,25349
262714,55857
262714,20875
262714,145569
573,25349
573,55857
573,20875
573,145569
262718,25349
262718,55857
262718,20875
262718,145569
577,25349
577,55857
577,20875
577,145569
262721,25349
262721,55857
262721,20875
262721,145569
131652,25349
131652,55857
131652,20875
131652,145569
262728,25349
262728,55857
262728,20875
262728,145569
585,25349
585,55857
585,20875
585,145569
131663,25349
131663,55857
131663,20875
131663,145569
262745,25349
262745,55857
262745,20875
262745,145569
131677,25349
131677,55857
131677,20875
131677,145569
262749,25349
262749,55857
262749,20875
262749,145569
608,25349
608,55857
608,20875
608,145569
262753,25349
262753,55857
262753,20875
262753,145569
612,25349
612,55857
612,20875
612,145569
262757,25349
262757,55857
262757,20875
262757,145569
615,25349
615,55857
615,20875
615,145569
616,25349
616,55857
616,20875
616,145569
131691,25349
131691,55857
131691,20875
131691,145569
131692,25349
131692,55857
131692,20875
131692,145569
622,25349
622,55857
622,20875
622,145569
131695,25349
131695,55857
131695,20875
131695,145569
262768,25349
262768,55857
262768,20875
262768,145569
131694,25349
131694,55857
131694,20875
131694,145569
262775,25349
262775,55857
262775,20875
262775,145569
131704,25349
131704,55857
131704,20875
131704,145569
640,25349
640,55857
640,20875
640,145569
131720,25349
131720,55857
131720,20875
131720,145569
649,25349
649,55857
649,20875
649,145569
652,25349
652,55857
652,20875
652,145569
131724,25349
131724,55857
131724,20875
131724,145569
262797,25349
262797,55857
262797,20875
262797,145569
131727,25349
131727,55857
131727,20875
131727,145569
262799,25349
262799,55857
262799,20875
262799,145569
655,25349
655,55857
655,20875
655,145569
262798,25349
262798,55857
262798,20875
262798,145569
262805,25349
262805,55857
262805,20875
262805,145569
663,25349
663,55857
663,20875
663,145569
131736,25349
131736,55857
131736,20875
131736,145569
671,25349
671,55857
671,20875
671,145569
262815,25349
262815,55857
262815,20875
262815,145569
673,25349
673,55857
673,20875
673,145569
131747,25349
131747,55857
131747,20875
131747,145569
678,25349
678,55857
678,20875
678,145569
686,25349
686,55857
686,20875
686,145569
131762,25349
131762,55857
131762,20875
131762,145569
262837,25349
262837,55857
262837,20875
262837,145569
131766,25349
131766,55857
131766,20875
131766,145569
262838,25349
262838,55857
262838,20875
262838,145569
262840,25349
262840,55857
262840,20875
262840,145569
697,25349
697,55857
697,20875
697,145569
131769,25349
131769,55857
131769,20875
131769,145569
262841,25349
262841,55857
262841,20875
262841,145569
262842,25349
262842,55857
262842,20875
262842,145569
262845,25349
262845,55857
262845,20875
262845,145569
131777,25349
131777,55857
131777,20875
131777,145569
705,25349
705,55857
705,20875
705,145569
262856,25349
262856,55857
262856,20875
262856,145569
131784,25349
131784,55857
131784,20875
131784,145569
714,25349
714,55857
714,20875
714,145569
262859,25349
262859,55857
262859,20875
262859,145569
723,25349
723,55857
723,20875
723,145569
727,25349
727,55857
727,20875
727,145569
131804,25349
131804,55857
131804,20875
131804,145569
131805,25349
131805,55857
131805,20875
131805,145569
262879,25349
262879,55857
262879,20875
262879,145569
736,25349
736,55857
736,20875
736,145569
131807,25349
131807,55857
131807,20875
131807,145569
262881,25349
262881,55857
262881,20875
262881,145569
131813,25349
131813,55857
131813,20875
131813,145569
131814,25349
131814,55857
131814,20875
131814,145569
262888,25349
262888,55857
262888,20875
262888,145569
131816,25349
131816,55857
131816,20875
131816,145569
131818,25349
131818,55857
131818,20875
131818,145569
262891,25349
262891,55857
262891,20875
262891,145569
749,25349
749,55857
749,20875
749,145569
131822,25349
131822,55857
131822,20875
131822,145569
750,25349
750,55857
750,20875
750,145569
131827,25349
131827,55857
131827,20875
131827,145569
131830,25349
131830,55857
131830,20875
131830,145569
262904,25349
262904,55857
262904,20875
262904,145569
131836,25349
131836,55857
131836,20875
131836,145569
765,25349
765,55857
765,20875
765,145569
767,25349
767,55857
767,20875
767,145569
131840,25349
131840,55857
131840,20875
131840,145569
262913,25349
262913,55857
262913,20875
262913,145569
262917,25349
262917,55857
262917,20875
262917,145569
131849,25349
131849,55857
131849,20875
131849,145569
131855,25349
131855,55857
131855,20875
131855,145569
788,25349
788,55857
788,20875
788,145569
262934,25349
262934,55857
262934,20875
262934,145569
790,25349
790,55857
790,20875
790,145569
262936,25349
262936,55857
262936,20875
262936,145569
262938,25349
262938,55857
262938,20875
262938,145569
131867,25349
131867,55857
131867,20875
131867,145569
797,25349
797,55857
797,20875
797,145569
798,25349
798,55857
798,20875
798,145569
262943,25349
262943,55857
262943,20875
262943,145569
262942,25349
262942,55857
262942,20875
262942,145569
131874,25349
131874,55857
131874,20875
131874,145569
262946,25349
262946,55857
262946,20875
262946,145569
262950,25349
262950,55857
262950,20875
262950,145569
811,25349
811,55857
811,20875
811,145569
262956,25349
262956,55857
262956,20875
262956,145569
131884,25349
131884,55857
131884,20875
131884,145569
813,25349
813,55857
813,20875
813,145569
262955,25349
262955,55857
262955,20875
262955,145569
262960,25349
262960,55857
262960,20875
262960,145569
262961,25349
262961,55857
262961,20875
262961,145569
816,25349
816,55857
816,20875
816,145569
262962,25349
262962,55857
262962,20875
262962,145569
820,25349
820,55857
820,20875
820,145569
131893,25349
131893,55857
131893,20875
131893,145569
262971,25349
262971,55857
262971,20875
262971,145569
828,25349
828,55857
828,20875
828,145569
131903,25349
131903,55857
131903,20875
131903,145569
131904,25349
131904,55857
131904,20875
131904,145569
831,25349
831,55857
831,20875
831,145569
834,25349
834,55857
834,20875
834,145569
262979,25349
262979,55857
262979,20875
262979,145569
262983,25349
262983,55857
262983,20875
262983,145569
857,25349
857,55857
857,20875
857,145569
263004,25349
263004,55857
263004,20875
263004,145569
131934,25349
131934,55857
131934,20875
131934,145569
864,25349
864,55857
864,20875
864,145569
866,25349
866,55857
866,20875
866,145569
131939,25349
131939,55857
131939,20875
131939,145569
131940,25349
131940,55857
131940,20875
131940,145569
131941,25349
131941,55857
131941,20875
131941,145569
263015,25349
263015,55857
263015,20875
263015,145569
872,25349
872,55857
872,20875
872,145569
263017,25349
263017,55857
263017,20875
263017,145569
263019,25349
263019,55857
263019,20875
263019,145569
131948,25349
131948,55857
131948,20875
131948,145569
877,25349
877,55857
877,20875
877,145569
131957,25349
131957,55857
131957,20875
131957,145569
263040,25349
263040,55857
263040,20875
263040,145569
912,25349
912,55857
912,20875
912,145569
131987,25349
131987,55857
131987,20875
131987,145569
916,25349
916,55857
916,20875
916,145569
917,25349
917,55857
917,20875
917,145569
263062,25349
263062,55857
263062,20875
263062,145569
921,25349
921,55857
921,20875
921,145569
263066,25349
263066,55857
263066,20875
263066,145569
131995,25349
131995,55857
131995,20875
131995,145569
263067,25349
263067,55857
263067,20875
263067,145569
263069,25349
263069,55857
263069,20875
263069,145569
263070,25349
263070,55857
263070,20875
263070,145569
131999,25349
131999,55857
131999,20875
131999,145569
132001,25349
132001,55857
132001,20875
132001,145569
932,25349
932,55857
932,20875
932,145569
132005,25349
132005,55857
132005,20875
132005,145569
263077,25349
263077,55857
263077,20875
263077,145569
132004,25349
132004,55857
132004,20875
132004,145569
263081,25349
263081,55857
263081,20875
263081,145569
263085,25349
263085,55857
263085,20875
263085,145569
132014,25349
132014,55857
132014,20875
132014,145569
132013,25349
132013,55857
132013,20875
132013,145569
948,25349
948,55857
948,20875
948,145569
132022,25349
132022,55857
132022,20875
132022,145569
951,25349
951,55857
951,20875
951,145569
132025,25349
132025,55857
132025,20875
132025,145569
961,25349
961,55857
961,20875
961,145569
132033,25349
132033,55857
132033,20875
132033,145569
263110,25349
263110,55857
263110,20875
263110,145569
969,25349
969,55857
969,20875
969,145569
132045,25349
132045,55857
132045,20875
132045,145569
132048,25349
132048,55857
132048,20875
132048,145569
132049,25349
132049,55857
132049,20875
132049,145569
263120,25349
263120,55857
263120,20875
263120,145569
132052,25349
132052,55857
132052,20875
132052,145569
263127,25349
263127,55857
263127,20875
263127,145569
263130,25349
263130,55857
263130,20875
263130,145569
132062,25349
132062,55857
132062,20875
132062,145569
991,25349
991,55857
991,20875
991,145569
992,25349
992,55857
992,20875
992,145569
132067,25349
132067,55857
132067,20875
132067,145569
132070,25349
132070,55857
132070,20875
132070,145569
263145,25349
263145,55857
263145,20875
263145,145569
132074,25349
132074,55857
132074,20875
132074,145569
132077,25349
132077,55857
132077,20875
132077,145569
1013,25349
1013,55857
1013,20875
1013,145569
1014,25349
1014,55857
1014,20875
1014,145569
1015,25349
1015,55857
1015,20875
1015,145569
1017,25349
1017,55857
1017,20875
1017,145569
132089,25349
132089,55857
132089,20875
132089,145569
1021,25349
1021,55857
1021,20875
1021,145569
132095,25349
132095,55857
132095,20875
132095,145569
1024,25349
1024,55857
1024,20875
1024,145569
263169,25349
263169,55857
263169,20875
263169,145569
132103,25349
132103,55857
132103,20875
132103,145569
263178,25349
263178,55857
263178,20875
263178,145569
132111,25349
132111,55857
132111,20875
132111,145569
1044,25349
1044,55857
1044,20875
1044,145569
263191,25349
263191,55857
263191,20875
263191,145569
132123,25349
132123,55857
132123,20875
132123,145569
132126,25349
132126,55857
132126,20875
132126,145569
1059,25349
1059,55857
1059,20875
1059,145569
132132,25349
132132,55857
132132,20875
132132,145569
132133,25349
132133,55857
132133,20875
132133,145569
132136,25349
132136,55857
132136,20875
132136,145569
1067,25349
1067,55857
1067,20875
1067,145569
132140,25349
132140,55857
132140,20875
132140,145569
132144,25349
132144,55857
132144,20875
132144,145569
263216,25349
263216,55857
263216,20875
263216,145569
263219,25349
263219,55857
263219,20875
263219,145569
132149,25349
132149,55857
132149,20875
132149,145569
132150,25349
132150,55857
132150,20875
132150,145569
263223,25349
263223,55857
263223,20875
263223,145569
132152,25349
132152,55857
132152,20875
132152,145569
263225,25349
263225,55857
263225,20875
263225,145569
1082,25349
1082,55857
1082,20875
1082,145569
1086,25349
1086,55857
1086,20875
1086,145569
132161,25349
132161,55857
132161,20875
132161,145569
132162,25349
132162,55857
132162,20875
132162,145569
263238,25349
263238,55857
263238,20875
263238,145569
132169,25349
132169,55857
132169,20875
132169,145569
263243,25349
263243,55857
263243,20875
263243,145569
132172,25349
132172,55857
132172,20875
132172,145569
132173,25349
132173,55857
132173,20875
132173,145569
263247,25349
263247,55857
263247,20875
263247,145569
132176,25349
132176,55857
132176,20875
132176,145569
132177,25349
132177,55857
132177,20875
132177,145569
132179,25349
132179,55857
132179,20875
132179,145569
1117,25349
1117,55857
1117,20875
1117,145569
263262,25349
263262,55857
263262,20875
263262,145569
132193,25349
132193,55857
132193,20875
132193,145569
263265,25349
263265,55857
263265,20875
263265,145569
1123,25349
1123,55857
1123,20875
1123,145569
132196,25349
132196,55857
132196,20875
132196,145569
132195,25349
132195,55857
132195,20875
132195,145569
263268,25349
263268,55857
263268,20875
263268,145569
132199,25349
132199,55857
132199,20875
132199,145569
132200,25349
132200,55857
132200,20875
132200,145569
132204,25349
132204,55857
132204,20875
132204,145569
263276,25349
263276,55857
263276,20875
263276,145569
132205,25349
132205,55857
132205,20875
132205,145569
132207,25349
132207,55857
132207,20875
132207,145569
132208,25349
132208,55857
132208,20875
132208,145569
263282,25349
263282,55857
263282,20875
263282,145569
132211,25349
132211,55857
132211,20875
132211,145569
132215,25349
132215,55857
132215,20875
132215,145569
263294,25349
263294,55857
263294,20875
263294,145569
263296,25349
263296,55857
263296,20875
263296,145569
132226,25349
132226,55857
132226,20875
132226,145569
263311,25349
263311,55857
263311,20875
263311,145569
132242,25349
132242,55857
132242,20875
132242,145569
132244,25349
132244,55857
132244,20875
132244,145569
263321,25349
263321,55857
263321,20875
263321,145569
1178,25349
1178,55857
1178,20875
1178,145569
263324,25349
263324,55857
263324,20875
263324,145569
1183,25349
1183,55857
1183,20875
1183,145569
263329,25349
263329,55857
263329,20875
263329,145569
132261,25349
132261,55857
132261,20875
132261,145569
132264,25349
132264,55857
132264,20875
132264,145569
263338,25349
263338,55857
263338,20875
263338,145569
1195,25349
1195,55857
1195,20875
1195,145569
1197,25349
1197,55857
1197,20875
1197,145569
1198,25349
1198,55857
1198,20875
1198,145569
132270,25349
132270,55857
132270,20875
132270,145569
263342,25349
263342,55857
263342,20875
263342,145569
132273,25349
132273,55857
132273,20875
132273,145569
1202,25349
1202,55857
1202,20875
1202,145569
263345,25349
263345,55857
263345,20875
263345,145569
263350,25349
263350,55857
263350,20875
263350,145569
132278,25349
132278,55857
132278,20875
132278,145569
132283,25349
132283,55857
132283,20875
132283,145569
1212,25349
1212,55857
1212,20875
1212,145569
1215,25349
1215,55857
1215,20875
1215,145569
132289,25349
132289,55857
132289,20875
132289,145569
132292,25349
132292,55857
132292,20875
132292,145569
1226,25349
1226,55857
1226,20875
1226,145569
132298,25349
132298,55857
132298,20875
132298,145569
263372,25349
263372,55857
263372,20875
263372,145569
263373,25349
263373,55857
263373,20875
263373,145569
263375,25349
263375,55857
263375,20875
263375,145569
263376,25349
263376,55857
263376,20875
263376,145569
132309,25349
132309,55857
132309,20875
132309,145569
132310,25349
132310,55857
132310,20875
132310,145569
1240,25349
1240,55857
1240,20875
1240,145569
263385,25349
263385,55857
263385,20875
263385,145569
1242,25349
1242,55857
1242,20875
1242,145569
263389,25349
263389,55857
263389,20875
263389,145569
1250,25349
1250,55857
1250,20875
1250,145569
263396,25349
263396,55857
263396,20875
263396,145569
132325,25349
132325,55857
132325,20875
132325,145569
1253,25349
1253,55857
1253,20875
1253,145569
1255,25349
1255,55857
1255,20875
1255,145569
1259,25349
1259,55857
1259,20875
1259,145569
263408,25349
263408,55857
263408,20875
263408,145569
132337,25349
132337,55857
132337,20875
132337,145569
132344,25349
132344,55857
132344,20875
132344,145569
132346,25349
132346,55857
132346,20875
132346,145569
132348,25349
132348,55857
132348,20875
132348,145569
132349,25349
132349,55857
132349,20875
132349,145569
1277,25349
1277,55857
1277,20875
1277,145569
1279,25349
1279,55857
1279,20875
1279,145569
263424,25349
263424,55857
263424,20875
263424,145569
132357,25349
132357,55857
132357,20875
132357,145569
1288,25349
1288,55857
1288,20875
1288,145569
1298,25349
1298,55857
1298,20875
1298,145569
132372,25349
132372,55857
132372,20875
132372,145569
132375,25349
132375,55857
132375,20875
132375,145569
263449,25349
263449,55857
263449,20875
263449,145569
132391,25349
132391,55857
132391,20875
132391,145569
132395,25349
132395,55857
132395,20875
132395,145569
263467,25349
263467,55857
263467,20875
263467,145569
263475,25349
263475,55857
263475,20875
263475,145569
263478,25349
263478,55857
263478,20875
263478,145569
263480,25349
263480,55857
263480,20875
263480,145569
132411,25349
132411,55857
132411,20875
132411,145569
1341,25349
1341,55857
1341,20875
1341,145569
132413,25349
132413,55857
132413,20875
132413,145569
1345,25349
1345,55857
1345,20875
1345,145569
263490,25349
263490,55857
263490,20875
263490,145569
263491,25349
263491,55857
263491,20875
263491,145569
1348,25349
1348,55857
1348,20875
1348,145569
263492,25349
263492,55857
263492,20875
263492,145569
132422,25349
132422,55857
132422,20875
132422,145569
1354,25349
1354,55857
1354,20875
1354,145569
132428,25349
132428,55857
132428,20875
132428,145569
132430,25349
132430,55857
132430,20875
132430,145569
132433,25349
132433,55857
132433,20875
132433,145569
132434,25349
132434,55857
132434,20875
132434,145569
1364,25349
1364,55857
1364,20875
1364,145569
263508,25349
263508,55857
263508,20875
263508,145569
1365,25349
1365,55857
1365,20875
1365,145569
263510,25349
263510,55857
263510,20875
263510,145569
132443,25349
132443,55857
132443,20875
132443,145569
132444,25349
132444,55857
132444,20875
132444,145569
132446,25349
132446,55857
132446,20875
132446,145569
263518,25349
263518,55857
263518,20875
263518,145569
1378,25349
1378,55857
1378,20875
1378,145569
1379,25349
1379,55857
1379,20875
1379,145569
132452,25349
132452,55857
132452,20875
132452,145569
132450,25349
132450,55857
132450,20875
132450,145569
1384,25349
1384,55857
1384,20875
1384,145569
132464,25349
132464,55857
132464,20875
132464,145569
263537,25349
263537,55857
263537,20875
263537,145569
1394,25349
1394,55857
1394,20875
1394,145569
1396,25349
1396,55857
1396,20875
1396,145569
1400,25349
1400,55857
1400,20875
1400,145569
263546,25349
263546,55857
263546,20875
263546,145569
132474,25349
132474,55857
132474,20875
132474,145569
1402,25349
1402,55857
1402,20875
1402,145569
132483,25349
132483,55857
132483,20875
132483,145569
263556,25349
263556,55857
263556,20875
263556,145569
263557,25349
263557,55857
263557,20875
263557,145569
1414,25349
1414,55857
1414,20875
1414,145569
132488,25349
132488,55857
132488,20875
132488,145569
132489,25349
132489,55857
132489,20875
132489,145569
263566,25349
263566,55857
263566,20875
263566,145569
263568,25349
263568,55857
263568,20875
263568,145569
132503,25349
132503,55857
132503,20875
132503,145569
263587,25349
263587,55857
263587,20875
263587,145569
132517,25349
132517,55857
132517,20875
132517,145569
263593,25349
263593,55857
263593,20875
263593,145569
132526,25349
132526,55857
132526,20875
132526,145569
1455,25349
1455,55857
1455,20875
1455,145569
1456,25349
1456,55857
1456,20875
1456,145569
1457,25349
1457,55857
1457,20875
1457,145569
132532,25349
132532,55857
132532,20875
132532,145569
132533,25349
132533,55857
132533,20875
132533,145569
132535,25349
132535,55857
132535,20875
132535,145569
1464,25349
1464,55857
1464,20875
1464,145569
1465,25349
1465,55857
1465,20875
1465,145569
132540,25349
132540,55857
132540,20875
132540,145569
263613,25349
263613,55857
263613,20875
263613,145569
263614,25349
263614,55857
263614,20875
263614,145569
263619,25349
263619,55857
263619,20875
263619,145569
263620,25349
263620,55857
263620,20875
263620,145569
1477,25349
1477,55857
1477,20875
1477,145569
263624,25349
263624,55857
263624,20875
263624,145569
132552,25349
132552,55857
132552,20875
132552,145569
263626,25349
263626,55857
263626,20875
263626,145569
1482,25349
1482,55857
1482,20875
1482,145569
1485,25349
1485,55857
1485,20875
1485,145569
1490,25349
1490,55857
1490,20875
1490,145569
263636,25349
263636,55857
263636,20875
263636,145569
263637,25349
263637,55857
263637,20875
263637,145569
1492,25349
1492,55857
1492,20875
1492,145569
132567,25349
132567,55857
132567,20875
