polar_area,amino_acid_count,isoelectric_point,avg_hydrophobicity,binding_volume,hydrophobic_charge_interaction,protein_mass
84.050578,383,10.143628,0.496378,16.886122,39.067053,431.045013
90.574057,393,8.038814,0.647092,12.473134,24.624559,147.571961
80.23352,1256,4.750901,0.708646,12.294914,21.736225,451.285868
63.107198,1250,5.879996,0.532238,18.643708,5.710249,466.895184
71.578553,821,6.613302,0.569627,12.077587,27.059004,387.694773
89.976663,1154,4.767108,0.531071,19.889207,3.066715,597.59303
113.509538,1170,5.061923,0.833255,18.583453,32.197422,384.103238
75.028507,1008,8.549946,0.649207,13.437507,7.703068,528.554988
59.808173,974,5.564317,0.648598,18.330916,-4.860524,562.158886
89.035132,1268,5.483256,0.645389,11.122068,37.593712,506.007163
83.45805,271,7.165919,0.66464,16.791886,29.56013,369.960324
72.307985,1404,5.783383,0.768514,12.386814,10.033168,608.197848
108.452166,375,6.842572,0.567543,17.382103,33.622912,231.423006
79.048322,341,7.10977,0.691523,15.424429,14.389962,295.588079
72.85998,671,6.281786,0.709917,13.448397,13.61736,337.768053
66.146889,1372,7.179839,0.726474,12.462116,24.492457,489.378941
69.825503,646,4.784759,0.641858,16.854845,27.890172,327.241485
83.929036,1450,3.713207,0.692381,15.560083,17.651554,504.216853
108.255668,256,4.801624,0.480857,17.823287,21.154793,225.314804
111.873133,387,9.97953,0.613114,18.418641,16.815798,464.227367
80.800166,1189,6.410337,0.56357,13.908802,39.856452,516.657702
75.396668,1243,6.563768,0.57479,12.086518,40.846405,710.805207
60.4425,1278,8.925166,0.740015,16.932763,26.690841,684.868103
126.379576,426,3.054859,0.575283,18.7546,24.870828,210.475806
53.570582,736,8.447082,0.675195,15.138414,17.188673,329.390061
82.597154,1016,6.745483,0.515727,15.054743,8.248725,624.640615
68.901316,1237,8.271653,0.682591,5.292921,27.475756,413.889092
102.854299,1446,5.486042,0.575565,12.675895,15.721507,402.20557
108.739624,1372,7.957715,0.666704,12.759294,21.102087,745.886831
88.882751,770,5.021862,0.755768,21.690363,10.620266,389.01553
95.963774,528,6.099072,0.672203,14.557702,26.553115,396.175317
67.758502,481,5.593007,0.689532,16.477284,21.32539,231.98112
90.16762,464,6.39298,0.647807,17.689691,2.356784,339.969544
111.163016,659,6.132662,0.684795,15.803523,11.31784,379.245654
67.877882,1456,6.123635,0.551547,11.631032,37.389149,605.404891
110.241766,916,6.912199,0.592778,15.228796,18.65977,566.850213
112.865268,1286,6.914503,0.683108,14.097069,17.780771,590.262093
65.565487,474,7.674703,0.660717,17.863274,14.891552,504.638062
66.478693,1468,4.262417,0.644702,13.56839,21.44822,559.086354
61.471453,1492,7.482357,0.585236,15.618794,13.53636,565.389937
130.879245,647,7.697471,0.682697,16.016282,21.332467,198.922265
61.492805,585,8.858127,0.705183,19.364761,31.921104,517.334744
123.679208,933,7.436671,0.740263,19.846798,2.722931,602.398098
73.674293,1104,3.511524,0.709593,12.32377,27.884004,593.165768
75.490619,1456,6.891142,0.704725,15.097014,17.580077,648.794678
110.501722,904,7.841582,0.520973,11.863439,26.299779,455.312428
65.947253,1104,6.31224,0.571186,15.351985,6.085873,509.738671
36.782558,1461,6.516264,0.571143,15.982397,31.97391,835.219795
51.612009,1459,6.158578,0.449509,9.422005,14.232573,530.665911
47.867527,1268,7.886863,0.732272,17.441096,33.357073,525.03246
96.654804,664,7.77813,0.428547,12.758684,27.660285,470.969349
80.446433,984,6.630322,0.640738,12.937048,24.711672,389.65805
86.981836,599,5.81251,0.728608,16.758749,16.67992,511.274183
60.948111,888,7.615088,0.68656,20.134356,31.459039,551.360589
47.913851,1428,6.009434,0.57321,12.351243,22.403159,490.377499
58.691671,1349,6.260564,0.750248,14.05686,20.744622,613.999778
80.597995,898,6.645122,0.633313,20.215738,25.537871,495.576864
97.186572,486,6.035687,0.455983,16.360031,37.795048,377.898607
103.393899,1443,7.981791,0.329622,21.989581,38.405461,594.084583
41.73699,254,8.508534,0.722808,15.759902,36.027994,319.700156
95.998194,563,5.509113,0.688457,16.187201,11.176851,296.380774
71.109197,1304,6.54838,0.607599,6.776604,31.955796,519.076876
70.29375,825,4.531085,0.681272,12.759432,20.040138,557.300937
91.118639,1328,5.992387,0.643076,15.979472,28.894309,555.335101
98.902116,574,6.866172,0.617508,15.503815,17.130482,525.957525
92.053902,1350,5.46854,0.577478,15.390437,49.975557,710.987041
69.54546,1454,4.186948,0.717402,12.291991,19.715768,652.616888
80.131977,437,8.251082,0.653182,9.507215,6.324239,387.113965
88.448148,898,4.795757,0.674498,12.370069,25.477867,507.157951
40.823927,1109,5.121583,0.719021,15.4872,33.612893,515.871917
49.266721,944,7.431827,0.591043,14.924643,36.535685,538.443616
49.641379,758,5.831789,0.669736,16.950856,28.923257,464.437679
42.969677,618,5.222233,0.636631,18.232802,28.978445,268.028766
85.743829,1298,7.15365,0.642657,14.364366,29.980104,448.219047
42.335392,483,5.722951,0.635833,14.327204,14.947693,517.188383
95.143847,1146,6.110864,0.816502,14.077232,10.280568,479.205677
75.134921,429,6.173244,0.594634,11.323509,20.430776,294.46185
118.689012,1320,4.852557,0.780389,19.417765,27.317879,559.605007
93.557159,316,6.814187,0.696322,14.575446,11.826278,493.713024
82.920879,584,6.512244,0.623278,15.824619,24.268193,421.515195
130.489351,752,5.513633,0.668047,14.009971,9.322009,509.504748
33.236499,969,8.213676,0.712404,16.795077,20.102431,468.605075
61.62983,1381,7.621671,0.645167,16.934216,12.290133,593.541575
105.407308,1063,4.958871,0.689573,12.975245,6.18278,655.400758
116.705964,385,5.310788,0.401201,12.782358,34.478045,273.212075
51.506582,1066,6.844883,0.648475,16.388927,35.360581,635.756552
46.910725,832,5.055598,0.648377,16.016319,25.796222,263.823901
126.47066,1161,7.108161,0.500638,12.787504,27.351516,690.264336
72.87155,1202,8.343977,0.568576,12.190109,27.395551,483.313426
96.736648,389,6.904786,0.736849,19.991215,17.298684,526.14177
62.696487,279,5.53127,0.679543,16.025475,28.682172,343.795578
51.759558,921,7.611031,0.626803,15.487783,29.087013,402.14597
98.291941,728,6.238631,0.525494,14.214467,14.638742,457.210301
83.048543,476,6.752713,0.693765,13.722623,40.315011,290.122854
25.999623,235,6.634689,0.503468,12.225554,20.589833,249.008026
56.486732,296,8.143626,0.618369,17.880697,12.567877,336.623756
119.274839,695,7.388195,0.712832,16.534259,9.947391,432.837527
119.448855,382,7.469741,0.730218,18.318827,20.780543,286.991594
62.147507,246,5.905167,0.592232,15.690347,29.459047,401.089163
92.291164,1480,7.228752,0.523288,10.064389,33.601602,599.399347
71.553467,397,6.546546,0.453286,18.974353,18.056868,289.308491
101.960249,1351,10.203241,0.43125,16.781972,4.389034,469.819654
84.972569,764,5.318538,0.612415,18.667682,-1.200792,443.223609
59.805814,500,6.166123,0.591483,17.01352,25.240933,426.203162
56.241514,539,8.167605,0.501815,15.897923,23.628116,493.46674
55.918484,1314,5.341762,0.347197,18.036234,17.628625,565.13172
85.397749,1486,8.383844,0.733129,16.159249,15.187412,810.341297
67.543908,849,6.086456,0.709143,14.23125,27.361851,591.202074
84.369779,679,5.813868,0.5472,18.31442,11.118694,372.433267
107.531034,834,6.664328,0.676477,15.312471,19.380892,499.870987
69.532239,1366,6.747299,0.56793,10.632209,33.663279,507.82969
85.752599,1349,5.769984,0.644308,17.191007,26.258386,653.803255
98.234102,1403,6.837212,0.840776,14.41621,23.60119,523.531223
94.167041,439,7.046247,0.69743,16.38911,15.91637,395.587723
91.931606,698,6.565565,0.640817,13.340323,28.633782,174.230262
113.904169,1290,5.282611,0.534448,16.904252,5.228494,683.564048
101.725718,1127,8.816667,0.583409,18.179632,32.366621,456.012932
84.917402,447,4.404056,0.730797,16.255957,4.797736,374.380068
74.315693,615,7.842652,0.557813,16.493954,11.048914,430.649577
65.03226,804,8.29033,0.790826,15.342958,11.179112,408.353595
63.142277,250,6.933605,0.549149,12.862885,27.412984,264.65479
44.210797,301,6.912222,0.702048,14.399942,32.845915,361.166903
80.535028,910,5.129171,0.627367,17.023771,25.926454,449.929825
79.558278,937,6.483875,0.707402,17.648276,-1.358667,574.107192
65.86683,340,8.944146,0.464199,10.41681,19.799122,414.954564
96.681916,493,7.564817,0.61948,12.0484,20.290358,239.272367
76.293074,992,4.636413,0.697529,12.717883,52.595167,502.053747
64.334679,1456,6.55457,0.658957,15.977967,24.22815,557.227509
99.603367,1298,5.093602,0.774327,15.527684,34.678018,566.978377
89.054465,1307,6.603786,0.604394,17.897825,16.807526,516.650347
67.843561,1342,7.676368,0.688869,12.320791,30.887419,420.247795
81.287666,687,7.563234,0.501843,14.059238,20.989933,421.767549
76.284369,815,5.394349,0.575184,12.435584,24.594091,515.742484
82.979481,1385,5.592363,0.798658,10.786302,21.827496,719.215918
36.434127,1279,5.461572,0.69946,10.130897,18.188244,401.62194
72.700732,712,7.599402,0.500761,17.564812,14.080614,423.665342
74.521026,854,6.846165,0.719029,15.435625,9.78955,636.383649
11.868296,391,5.764122,0.740498,12.616146,20.003946,423.667772
100.053873,1416,7.064711,0.452017,17.950821,17.498264,586.819375
75.49865,1178,7.140713,0.79798,14.055464,13.410425,675.725265
84.592313,1478,7.437572,0.845544,13.804355,35.03812,697.373802
78.025478,927,7.808011,0.762954,17.724993,30.52647,418.371326
105.376541,1025,6.718343,0.637721,17.737716,23.077825,443.052451
92.243637,502,6.169814,0.547874,19.366768,15.134599,434.781818
126.438819,985,6.64163,0.671047,9.659845,32.846953,547.971908
62.683143,511,7.657724,0.667506,15.383954,28.17958,409.189919
80.129962,413,6.41324,0.54864,16.520442,39.627891,477.451504
50.105909,1113,7.411838,0.671097,13.827833,31.675093,471.134525
94.766455,540,7.477429,0.517918,16.747506,17.055846,320.348744
66.45571,1076,7.323068,0.838578,14.958791,38.307163,412.10686
49.220789,1143,4.203179,0.834504,14.139801,32.965572,471.265238
133.049494,1098,4.081268,0.717752,10.633152,19.667066,472.802437
114.386264,894,4.829635,0.516159,13.731709,14.207545,396.568456
93.76336,611,5.898013,0.639724,10.740654,10.889637,499.755656
57.992408,228,6.060145,0.689645,17.055908,25.425996,261.727841
56.536876,942,6.852903,0.833663,12.762138,27.017938,372.601665
93.257867,807,7.378431,0.71026,17.156785,16.187269,375.358008
120.78548,995,7.063515,0.555978,15.542721,20.693756,506.100135
111.172099,839,7.982109,0.588344,15.480579,24.268644,419.922883
33.024506,1260,8.149719,0.529555,12.480519,18.237037,518.303532
73.471319,522,7.908655,0.606503,15.556242,29.284959,424.587099
108.342293,1202,7.620071,0.622746,11.55447,29.422846,535.360682
82.178757,264,4.97431,0.604952,16.53656,15.059414,319.544317
93.718754,774,6.101969,0.655579,17.049612,35.84537,525.271669
125.840486,775,6.009437,0.682674,16.544941,22.827774,498.658604
76.837705,1118,5.621808,0.54414,17.573522,22.823736,630.896554
89.84082,717,7.226404,0.487321,19.133551,18.974621,350.79301
82.966724,597,6.900137,0.65817,16.738225,48.133734,352.486967
75.286516,977,7.267956,0.738477,13.602104,34.697078,390.968315
70.911966,1049,5.502758,0.823229,18.199926,20.893403,487.312545
100.550402,1491,6.081018,0.644002,13.009008,30.003275,628.936615
93.62729,1139,5.64256,0.495963,15.311758,7.569026,575.539445
49.410797,1117,6.049202,0.570034,16.248997,1.080229,591.233783
75.46643,382,7.541316,0.496498,17.250858,16.988072,401.603938
47.317946,883,6.186358,0.566867,11.845944,39.627178,481.326137
69.536868,1214,8.069169,0.648377,16.402299,24.6824,573.908368
77.059621,526,4.691825,0.56018,11.422842,21.139328,479.951726
77.853112,525,6.077182,0.678467,11.285234,33.25272,411.138734
70.894222,1207,8.295043,0.768037,15.324904,17.68568,506.498822
70.130728,689,4.364988,0.55219,16.356776,16.673556,322.276252
108.67175,1441,6.611711,0.697945,13.873783,42.312518,540.008382
50.755489,630,7.128372,0.671075,15.187649,18.689765,368.870026
45.183664,1001,6.89137,0.480025,14.102017,26.737852,715.63659
85.861355,242,7.98313,0.657031,14.255321,24.655594,289.016311
90.937572,1057,6.160602,0.74176,15.210076,12.263095,512.747532
41.736833,961,6.86595,0.698914,18.608867,22.744751,366.487676
55.453506,1214,7.127587,0.704689,18.695177,36.374241,422.07866
59.946258,1346,6.11951,0.48782,15.933919,19.689625,484.145675
65.685851,894,5.561371,0.531157,14.099937,26.256198,391.951335
77.048654,1480,8.605107,0.497175,18.470542,8.15195,652.372329
77.607992,688,6.701156,0.618857,9.45368,14.228208,346.502991
72.824029,1326,4.784167,0.521743,14.112071,19.199489,422.734008
80.084429,742,6.813961,0.693415,15.024226,25.433091,403.338253
72.288425,958,5.831273,0.551205,16.150447,27.854063,419.956263
49.015824,865,8.04407,0.61572,18.57039,34.718624,535.006293
85.842013,202,6.265246,0.652349,14.712686,23.614155,269.954823
106.327654,571,5.02298,0.841558,15.114313,-3.797181,383.973831
143.879465,1198,6.729141,0.426928,9.871074,14.850979,445.56062
86.184899,519,4.801057,0.667162,16.746915,30.368189,302.436507
71.443987,1494,6.92311,0.6451,12.370184,38.153887,502.338254
111.3195,897,7.640958,0.627886,14.517365,3.259428,411.488516
57.444478,458,5.700932,0.498302,17.334685,21.94783,384.181286
66.135962,1498,5.974913,0.565861,14.700588,14.735809,599.820766
105.824645,205,5.939403,0.70111,17.532349,30.3744,391.180491
58.460874,1086,4.857337,0.91735,13.062552,32.463967,693.381328
85.205901,933,8.625713,0.638931,16.663337,15.526131,571.570428
87.634116,1266,7.60517,0.530964,23.543715,23.522198,545.655826
67.119774,1228,6.003081,0.664401,14.108715,32.720497,597.31956
27.176942,1059,5.587033,0.853417,16.243784,27.35543,470.092717
84.736531,363,5.619624,0.677871,18.918678,41.357345,542.170791
71.793334,561,6.988979,0.519966,17.783313,44.447721,416.446557
49.965819,709,3.950027,0.805586,13.151214,45.601838,401.017741
61.30372,1132,7.912561,0.450578,13.561973,8.636546,428.145955
64.686493,1251,6.911987,0.633259,19.292226,12.225494,497.25787
135.210078,1462,5.966345,0.455798,14.909981,0.14406,646.756531
44.985213,493,7.197293,0.482624,12.27157,26.031899,465.115918
103.227536,975,5.051015,0.565972,13.112271,12.891252,496.377892
84.849318,1027,9.134118,0.740947,16.265086,32.656788,339.467134
37.743856,883,7.300612,0.647254,15.254549,25.595199,387.108818
126.281583,525,8.037912,0.610034,17.274239,36.349269,371.365097
60.578657,990,8.746184,0.673332,13.464492,25.121888,290.30334
101.144827,1273,7.386344,0.522483,12.616717,28.470331,699.379513
117.160975,1374,5.260379,0.635667,12.144213,11.243747,571.293153
86.29344,1124,6.078595,0.646997,10.947624,27.346451,503.665217
153.298396,779,3.662859,0.641308,12.8554,17.25679,420.14708
124.560642,1101,6.179084,0.793092,18.67193,29.839245,516.971307
94.407016,445,8.187542,0.622768,17.419584,18.045358,278.476809
51.316749,651,7.427257,0.415982,17.94178,21.40415,475.046813
43.558097,299,7.313509,0.553931,18.989014,26.540556,156.835
49.416451,1390,6.549808,0.584685,10.855306,36.649048,752.831294
71.20354,932,6.584026,0.596036,15.979876,34.28333,393.592425
74.396745,440,5.484071,0.687319,13.865593,22.597372,434.918613
88.100289,1133,6.317649,0.676693,15.330016,35.639863,571.260197
71.133792,1019,5.298725,0.764356,16.235569,14.375162,477.94876
65.846141,1371,8.629208,0.464291,16.971335,9.17684,507.263313
113.880403,457,7.507586,0.545092,17.022833,20.878044,300.605847
72.704782,654,6.727104,0.423053,14.536909,25.425995,566.1368
85.230393,358,5.897736,0.673669,14.723249,31.814236,126.759966
56.199836,1322,7.064189,0.655638,11.460497,12.40086,694.711506
107.803057,1060,6.312254,0.676245,11.632865,4.523636,590.955461
39.953607,395,5.836703,0.562765,18.056111,12.587989,250.904268
48.903481,447,7.683559,0.621488,12.376178,25.850553,346.570955
142.674292,425,5.969192,0.872116,13.316764,35.083,412.699274
77.623316,459,7.162385,0.701914,15.244404,19.694416,339.0944
81.892905,1107,5.537907,0.636207,15.692621,29.339888,651.49769
77.049138,1332,6.047913,0.76223,17.294422,17.589803,581.47485
62.503042,987,7.627424,0.853836,13.927226,17.107321,590.262787
112.356677,586,6.203783,0.543012,18.919847,31.85382,478.629173
102.941817,1045,6.890578,0.904827,19.109642,40.511411,698.122694
79.348403,881,5.709363,0.776266,13.681466,3.159365,384.320941
67.408876,379,5.917435,0.673106,15.874886,19.090327,284.674699
35.668926,628,7.793145,0.68805,17.520457,28.221839,424.432141
91.811306,905,5.539592,0.633851,15.163562,32.087679,523.299476
77.113487,1137,5.89133,0.668558,12.812207,21.427251,644.866869
80.692088,967,7.051013,0.641857,13.172145,26.283707,470.075488
45.918572,1203,7.058509,0.494878,19.039339,31.669532,519.230898
144.043169,1191,5.973373,0.604667,9.236546,20.870041,486.190809
64.609847,1462,5.107644,0.536342,12.4219,45.021856,563.165841
79.916666,986,5.705712,0.612399,12.85329,23.231581,448.397967
94.270873,943,7.354814,0.601126,14.981653,5.300236,421.414061
29.58496,629,7.411178,0.421953,16.163312,13.085046,405.121934
73.010948,1166,7.135336,0.762812,17.367499,21.170143,497.524413
83.176187,275,5.089823,0.403596,14.534787,48.740003,289.770198
101.493558,261,4.966488,0.636473,17.663216,15.553973,243.917891
74.353561,785,6.251925,0.530721,13.088412,35.221735,452.853852
103.887648,485,7.021004,0.601175,10.376714,28.342336,455.134973
140.068613,1457,5.514854,0.567262,12.021356,17.943063,481.821577
76.581292,746,6.775807,0.678608,10.691147,22.567461,477.491054
95.278003,243,5.118708,0.547991,15.482248,3.961835,429.7384
65.653287,1031,7.201495,0.609746,8.48413,35.007467,446.430637
147.409819,1068,7.381986,0.807973,14.652654,31.414568,466.615518
64.615437,362,5.956714,0.626508,12.974942,21.264091,315.201583
79.542202,483,7.162088,0.609494,13.963007,18.802433,406.019261
80.903555,545,6.473272,0.418915,15.990415,10.272101,382.024137
98.514717,1405,7.034875,0.547499,14.973718,32.672299,451.748301
55.038534,1464,6.290452,0.635301,20.424262,34.370004,387.644349
55.954375,1275,6.877767,0.649922,15.976028,9.924842,498.639249
64.762078,493,6.227971,0.73031,10.555832,17.063618,357.610766
75.882684,1084,5.564461,0.613406,13.421378,21.157532,412.4419
67.741783,1179,9.110767,0.6303,15.798531,35.056382,480.844425
42.823069,1230,6.115579,0.664281,13.725302,15.392054,587.579595
98.016127,1069,7.421115,0.486829,11.003166,25.214969,595.425397
77.102663,272,6.525119,0.771636,17.08529,23.026766,388.520032
47.919592,1353,6.339346,0.526277,13.320182,16.407928,655.615493
60.300305,1284,5.441589,0.757219,13.745662,24.638787,400.301381
108.456606,791,5.188476,0.538884,9.258979,15.054516,294.848388
112.901967,1107,3.609391,0.687529,14.224797,18.167173,608.779543
72.957708,888,5.032182,0.53648,16.09458,26.3682,585.675963
94.421771,624,6.8753,0.740737,12.560447,28.405556,588.943839
119.471325,1056,7.212916,0.58738,17.869615,32.87656,534.099124
90.324866,1213,5.254605,0.652872,13.088373,15.56269,479.348078
101.745505,370,7.337988,0.559148,12.023557,8.596718,203.815515
126.20675,487,6.35094,0.593735,9.932457,16.905739,340.88518
70.428297,496,7.094226,0.568667,14.493007,23.003779,382.181245
84.62219,263,5.973925,0.494027,15.556715,38.764281,310.154626
57.148841,583,6.341548,0.656247,19.041333,17.177421,243.764502
130.518729,990,7.588864,0.624655,16.289975,22.48581,409.290579
54.320369,759,5.977629,0.62787,17.516284,30.158058,307.800471
58.7422,738,6.971613,0.627056,19.144794,10.553014,349.406257
104.867355,595,6.399806,0.634437,14.553224,18.789251,439.266313
89.932844,352,6.581685,0.669392,20.221956,26.193896,259.323184
66.158368,1379,5.434006,0.739326,15.91788,20.838139,679.467454
112.13709,1025,4.657264,0.510601,13.378459,35.810012,500.056433
76.62104,749,3.861862,0.534645,15.421621,13.57582,391.344433
51.683773,1331,4.706813,0.561432,14.7031,23.795156,535.642233
50.056976,565,6.538749,0.540461,16.543808,4.656834,317.171111
80.372262,1129,8.535487,0.729492,15.629413,19.049189,540.013584
119.666021,946,7.277747,0.536572,17.272841,20.781313,330.958805
77.930988,848,7.102828,0.719842,15.488689,16.643075,567.987928
85.509857,990,7.070596,0.695457,17.777399,25.704011,526.020379
57.066874,1433,6.360508,0.629125,17.673832,31.642342,564.380094
104.302831,1392,5.52003,0.356415,11.679629,31.393801,674.571222
78.436917,855,5.989255,0.726483,17.653421,15.72528,487.278265
105.719696,1223,8.204647,0.545179,17.266693,0.016421,382.052957
94.153255,1174,5.153999,0.718676,11.002459,5.40086,532.558073
106.207645,1061,9.659765,0.698917,21.016892,25.39942,639.743551
49.878647,980,8.809099,0.689079,15.073783,27.755184,408.391178
61.421062,287,6.248324,0.611376,14.138724,22.024169,368.915638
29.996682,419,6.511699,0.478719,15.253362,13.961552,450.506565
64.617534,503,5.219928,0.68357,16.223445,16.56233,457.511389
87.10979,564,7.248868,0.650142,15.828882,12.149284,398.083803
74.419548,1073,5.645131,0.547649,12.922423,17.615846,546.723019
