worker_age,years_of_experience,daily_work_hours_average,breaks_per_day,tool_usage_rate,num_automated_tasks,ai_planning_support_level,feedback_score_realtime,task_success_rate
48.12277798,0.534770922,7.721762114,3.031498872,2.474267869,12.95783353,-0.014811724,79.87583379,90.76632595
43.65512515,10.95549297,7.769962871,3.986911143,10.84470455,9.911699669,-0.000496459,85.92672059,84.29711913
28.58455311,29.27245608,7.008098847,3.839254155,10.01281193,9.881992414,0.999223266,52.74852606,73.01452369
41.45191172,33.67686582,5.646604804,3.969280354,10.15709939,2.152881331,0.975296451,64.36924589,82.76706074
25.02608978,21.27132926,7.109817773,5.054986667,15.80246797,13.10046781,1.006106872,87.24490414,94.34904249
29.44377059,12.30100809,8.830439566,2.092833572,7.069683851,10.80781502,1.044374384,90.42088463,97.01771669
36.71283368,29.93032988,6.926064695,2.917363016,-0.567605622,11.91089114,0.986662859,94.11366944,79.88127654
46.14740813,28.32696658,6.875961283,2.110836398,16.80113901,4.178809817,0.007576656,69.85005429,85.35126171
46.28178472,2.999088862,7.743044193,1.784165387,9.183682755,0.656943185,0.001247757,61.4157554,92.3164091
38.41539853,2.189230882,9.083658499,1.975156127,12.98932998,4.790613134,0.003966019,60.63593157,71.32390028
36.8327494,31.52088828,8.423753697,4.03070728,0.373840697,7.922736704,0.061555938,96.90142636,90.71779714
54.70505879,23.81004638,8.092478194,1.953740125,5.102022985,8.034227756,-0.008201488,89.20977378,92.29623142
55.46740587,4.963922031,5.716776946,0.886502181,0.981124287,5.989285266,1.015892639,94.50419629,90.87374267
26.80632992,26.67519145,9.772259365,3.119863534,5.142969085,0.788576413,0.995166861,83.89120354,88.07535872
25.07086658,13.45492553,6.732313406,0.928363652,19.15044984,5.834468551,-0.000952764,57.36081984,80.94336192
24.8918347,11.19849915,5.178145859,0.978663851,7.9356786,0.737710336,-0.000446959,69.70768191,79.55664954
23.80151797,33.82226944,7.730639086,5.006689472,0.375310018,8.188685797,-0.021108637,85.24810059,79.91639598
31.9520228,16.03054098,6.885621533,1.037014941,1.670526656,11.4991782,-0.004618359,76.10240444,67.87049879
37.38738291,29.11136217,7.770017129,0.975084275,5.824405845,1.677549377,-0.016661846,73.32142652,73.48382985
31.01702195,32.19775818,5.733914139,2.987813269,10.97987727,14.56401081,1.014857303,57.04205783,83.08191522
31.0330299,27.81760591,4.816005601,4.022466033,18.87670102,14.03041254,1.001547751,93.70671405,92.78641755
32.45021053,7.004282343,6.755242278,4.979619336,4.285617859,9.384099482,0.985722437,87.12229681,95.57848228
35.31192766,27.66094042,5.945862016,4.046816115,3.66138332,5.029745235,0.996243991,63.73364671,99.60121654
36.15072277,28.40110674,9.605152341,0.94468209,18.15740446,3.871536265,1.020641148,82.21383457,70.62607738
47.4067711,1.300431958,7.677811879,3.951229489,10.68936036,11.7342501,0.984514746,95.01486114,67.89551076
48.74102961,2.359106321,6.664180845,2.972755269,10.75527172,1.288708533,0.000440121,71.24037388,65.79743859
35.48054107,10.0809695,6.631218336,1.950776909,8.0771804,10.30450293,1.004572447,80.94750453,84.90161612
26.93663118,20.78856306,9.481613275,0.967448338,0.721330151,4.821007228,0.950977968,89.95374139,85.94646809
52.42255181,34.22840214,8.156018557,4.08869604,19.08919525,13.98077027,1.028185349,60.26953227,64.72023602
29.71154176,3.948655493,6.961563776,4.058705387,16.1241205,-0.165097321,0.011572609,94.43266391,67.30825889
34.330193,10.49652028,8.455586423,2.068328481,9.967668013,5.13872856,0.015694589,79.11592452,80.20650275
34.61300392,16.34190124,6.779220317,2.979781792,11.94194051,1.930366742,1.052554624,62.5403,85.52716536
32.7852375,34.24962503,9.187766972,3.025644429,0.976892562,14.10615416,-0.031889745,97.59519712,75.66068078
33.16921929,21.34220846,8.309689197,1.122915107,2.835589715,12.70785337,0.980021367,73.68289175,78.81137229
32.13009679,9.176452426,6.753557431,1.985031387,10.28188022,14.03638068,-0.026078383,82.64890799,81.02077989
46.84182606,0.364069986,5.586040825,4.049338315,-0.108842569,1.116665862,1.027489257,63.32924849,78.91735386
38.56029745,11.01660369,7.755274723,5.101897375,9.929929829,0.631748226,0.99768482,70.21117463,61.84432436
26.97247387,17.585852,8.259395516,1.03192812,11.95456432,1.620447437,-0.031177855,82.55772598,66.179903
44.68628006,19.64244729,7.378737968,1.896245524,18.20852297,11.88001596,0.978164196,78.46452296,99.02602872
48.10865137,19.87749278,5.989576634,1.024512405,15.02329047,11.94229888,-0.006214737,82.5862178,92.98213205
23.42596196,24.48963029,9.682201167,3.95062815,17.20329283,9.805435105,-0.028892743,62.59654265,90.30400111
52.04239268,13.12676201,8.817484924,0.978706436,0.08028325,2.922294899,0.945695509,71.37693959,77.38136875
54.51837962,14.73368659,8.097114638,4.90369439,3.346158617,0.259313171,1.015227312,49.26846676,97.52883829
42.33443989,6.294658989,4.951605311,5.063900997,8.308463612,2.116442127,-0.000326108,50.42409224,65.90865776
29.81278025,34.03845901,6.279377348,5.033617219,9.693878114,1.149175261,0.968977229,89.49525757,70.86557833
30.16221948,2.451994019,7.25640205,3.863625002,4.520079431,8.825030847,0.993957997,57.53610643,99.04796667
43.95644759,17.35042865,7.600425538,4.941309568,14.40257239,11.24330999,-0.022224416,88.64345831,62.1887615
25.01773661,21.500965,7.216483816,5.039972113,16.07797872,12.7330811,0.998254099,88.90800569,94.81534643
22.73502489,24.33386021,9.579878419,4.011505925,16.65993293,9.948740299,-0.007073855,63.6634108,90.57760296
29.17224524,18.09335697,7.152780014,1.066715639,11.24722579,9.936173072,0.985582782,80.71809792,99.47397736
33.23293275,6.341343974,7.790013444,3.012822986,9.2398096,10.7430609,-0.01710549,50.29782083,78.28899421
33.24021795,26.50557997,6.3945065,4.846158144,5.110081387,3.636138274,0.004237767,80.30374517,62.23341969
39.71316518,11.35629858,4.940489913,3.924708817,8.121795848,4.837956327,0.985430857,61.05729995,91.81338453
31.51928505,17.87647293,7.434117711,5.093540648,3.477903058,14.01161235,0.034740439,86.55707622,82.98308046
25.3348185,23.63768416,7.881397767,4.811849826,15.96034717,3.968204894,0.005125552,55.96015922,64.86621262
33.49619883,14.34418566,8.005298157,2.053204398,0.857327111,10.03895089,0.022249384,97.71475776,77.13448457
42.14785109,5.562656328,7.604085314,0.941678561,2.063171381,8.94362796,1.029500648,49.93830011,68.29960362
56.0337467,33.70655232,5.517547752,2.02720609,8.481523819,7.213977406,0.025379897,93.18605043,82.4630859
41.97361479,2.263367659,7.89931456,4.013045349,0.01799487,4.203769829,0.015165051,96.7192837,59.88390055
47.25678348,7.249792732,9.35750864,5.005660737,11.21468242,5.713290476,-0.005639408,94.01724069,83.37387071
52.79477203,30.13367597,7.837270873,3.005153922,8.078902415,10.77212621,0.024111124,92.19972635,91.185795
29.88357336,2.878076455,7.341064391,4.006588421,4.816719734,9.134587705,0.93804251,57.57347748,99.73467784
46.00188043,30.688466,9.100895593,2.985377744,1.836777355,10.93036694,0.972750368,80.09168139,85.31139871
37.99377031,12.80432033,7.180639047,4.975937727,11.88839681,13.78624139,-0.005029396,94.36688447,96.4009966
33.47928721,15.43057007,7.980270161,1.843531189,1.023253332,10.26381777,0.01338294,98.19834526,77.93459564
23.12046837,19.11228732,7.718609052,3.042551609,12.36562036,7.864315803,-0.037164633,82.17434438,65.86221856
28.32766801,31.00505313,6.029994992,2.077042065,10.88786984,3.869697076,1.016592812,75.75242977,83.55328237
57.45706528,34.58255728,3.880299327,1.125494675,0.563887079,8.791857667,0.982524808,66.18796767,78.74627909
47.08073184,24.17082392,8.067425528,1.00133306,10.87774425,1.169922725,0.001288727,69.70360251,72.54229083
28.18518095,9.79668174,7.493193751,3.993461703,4.895367405,10.14667106,1.014360371,65.79634143,75.12405765
29.80877368,10.90873856,7.543822129,2.918413886,17.95897127,8.855288252,0.977169047,95.0515779,90.70106425
24.57309193,19.35702531,9.279245366,4.992051878,11.12149832,1.868685794,-0.013076148,61.06826218,78.79785292
56.84114432,5.058201861,8.002312794,3.191761489,14.86938721,10.72928645,0.968423171,73.78335569,82.12121721
43.42208891,23.54111258,8.854934003,2.974719307,16.75909734,0.338949027,1.01358892,95.3778007,94.94259797
24.58192381,20.26859313,6.467092061,1.947542324,5.84096577,12.06865756,1.03266844,90.65723218,93.11886016
23.84178497,5.607371491,7.359826449,0.942643238,10.93940791,6.991745409,0.015357267,68.54009563,94.21343654
45.4448296,2.612756581,5.558451784,3.02030761,16.84670566,13.99940781,0.008060915,59.5699,60.89458156
29.1861954,18.6536257,8.766633801,2.014680576,10.4781467,11.03702524,-0.002492618,74.80218203,97.54370418
52.79995686,2.288380936,8.640689096,3.944236635,18.31530609,6.681008723,-0.029612452,63.22817025,62.27517496
55.42377859,24.25411072,7.829962685,2.065000478,5.517205099,10.28362269,-0.015199809,64.73140142,89.714517
47.83952852,6.327973017,7.359345546,1.980124288,8.625005128,12.12499531,0.03612581,61.99882706,76.23647456
41.23122706,20.05512256,8.136427443,3.036868296,17.78573775,8.795155135,0.970445347,95.0032467,72.49375195
49.64298902,9.86878005,6.580444554,0.90424706,4.402927041,6.870699913,0.030659624,92.73518595,62.84954251
56.38768534,13.95473973,8.513585496,2.082897994,18.97460754,11.17770723,1.023161451,56.29548185,93.84764433
40.66451098,20.550558,5.997226578,4.982006041,10.92336362,6.20193734,0.975079317,96.70303749,95.16163351
42.8458553,10.43599543,6.293689365,5.209844425,-0.458826173,11.32422079,0.972752339,86.40553592,77.30519597
23.61764626,27.99510008,7.255240434,0.985076119,16.41869203,8.499963602,1.004144217,66.87537003,96.95922297
25.00235588,20.11438303,7.071117414,5.01309313,15.69199079,12.87347707,0.968189079,87.85995636,95.23860331
27.72853926,9.767560237,5.079268027,1.907849245,16.93699816,7.203504483,0.984208618,85.95798302,81.98360486
49.08705257,34.43963372,6.337066256,0.9459105,3.654511869,10.81478416,-0.028347459,65.27971454,72.57380675
54.19142715,1.34367777,7.029501786,1.964812819,5.980929875,6.062689589,-0.002003404,96.73522947,77.69771411
34.13679604,15.56215917,6.750009226,3.055521565,11.86108596,1.839545322,1.00245642,62.26120389,85.29623507
38.5225552,1.530999401,9.142015349,2.041303089,12.8721052,5.060325474,0.001171874,59.76715297,70.27461366
49.40964712,23.37413549,3.675496211,0.977383016,0.383014064,3.933396023,0.027792457,81.47572356,60.31222248
57.01417644,21.83792858,6.217311631,3.018355617,15.38031151,13.04523866,1.038938855,50.52183808,94.13118898
25.59552496,18.4078589,7.946019167,2.112171979,2.533055161,1.288542524,0.030794134,88.25356683,97.2193221
46.12660138,32.80049459,5.241586531,2.003526626,13.79653385,12.57570645,-0.055071693,77.92599097,78.1748365
36.18796574,27.68654248,9.594805397,1.068349449,18.18930653,4.148161159,1.006187039,82.15934668,70.65526581
58.78632987,27.3311671,8.789478206,3.914712334,12.97132812,4.264873434,0.982734687,95.06442386,76.09659615
40.52508212,10.9513099,6.932716795,3.916512209,17.81383975,4.981986013,1.031305183,72.96471343,86.43829345
42.56822681,25.86876909,5.320977437,5.121641611,12.01802375,11.00352918,0.016223451,52.99382867,73.24089236
35.35904017,12.71664724,9.077313499,2.035817358,9.174659899,1.069609759,0.985837564,67.9565448,83.64482459
38.33295356,33.89848393,6.676457125,3.008701973,14.91292469,5.01886424,-0.028363674,85.89714964,61.70153063
45.37468915,1.067413573,6.908627805,0.869115373,14.54361223,13.23856895,0.984275074,84.7722525,88.79174499
38.99933442,27.06896147,6.133569243,4.983235398,15.11245689,7.228520197,0.988135147,71.47903385,98.1741426
32.20290397,5.174365241,9.235696841,5.154368291,18.1391193,11.13379039,0.996181628,63.96575272,95.66950782
39.59929684,8.236278403,5.951437567,5.032124392,5.973035777,11.87727822,0.004393423,63.77305455,72.01762148
22.72828717,27.90005904,6.242895264,1.990866887,14.72524135,8.794026531,1.038515271,69.78958414,62.29676087
24.35607361,22.20443765,7.31060075,4.902526356,0.015907471,5.208293692,0.040671581,64.75101491,61.75696625
30.20962005,33.56979297,8.612379861,0.985761743,12.91215991,5.058818939,0.007973417,75.67427902,91.00324508
31.14658237,7.363003925,8.897851903,1.070048757,-0.114419495,12.52866187,0.994325599,68.77076563,83.87587559
41.07041013,30.16740969,8.226054433,3.905413411,7.878607814,11.15575249,0.031875557,90.96675318,96.18038522
49.95819301,17.99899598,7.251645748,0.98944028,5.118207505,10.04824897,-0.00329813,96.53256429,69.04439401
54.33152663,26.0718005,8.161561879,5.086655572,6.982134406,10.34565786,0.029013418,67.95572079,93.8913854
40.58922491,23.21624609,6.725578662,2.007149829,13.06519078,8.791248257,0.979051595,81.88674573,84.4676416
35.27001874,27.86352111,6.245573195,3.961970777,17.28949531,5.206790592,1.032859326,52.69315733,82.27191785
51.0649841,17.46233078,8.061674955,2.013070892,6.78196121,13.86949773,-0.037367012,56.7694629,98.7914336
53.95745843,5.403273853,7.780532329,4.973039633,11.99528488,5.086631179,1.003064655,80.97729617,63.17751484
38.43040703,3.348629746,5.352713561,2.079234796,17.57453474,11.04369396,-0.016015945,62.93376563,82.86484888
42.1320498,17.06259587,6.951488641,4.0484798,0.943903637,13.98718504,0.99696027,52.32165601,93.85555154
48.02622749,29.57364639,6.762250153,0.926053585,-0.170445598,10.05524191,0.960971578,71.81183995,80.95086393
41.07359727,31.93616182,9.722432855,3.987013023,4.582637774,13.11689046,1.026506796,64.21753257,61.23803445
44.85338523,22.06485809,8.254800409,1.0324826,13.97923116,14.50440328,-0.014587614,95.40072477,68.2081893
51.36870116,32.35024374,7.834046372,5.027095064,13.06563087,2.734276329,0.006809681,87.1014327,93.09838297
49.1287029,34.68425075,5.728600525,3.054760355,-0.020116799,3.143845842,0.985511774,51.20034527,76.15475813
49.06975321,32.79545349,6.965820077,0.925631515,6.753239899,11.53958317,0.984638176,56.01614998,79.54928308
27.52530267,9.245527517,8.026428636,1.945286477,5.91884156,5.547547848,-0.022696169,75.30687712,87.8335407
39.95908868,4.190501703,7.191326135,3.964736148,10.78288947,1.78787733,0.957096849,58.19148534,70.07876712
46.68349138,4.09955076,8.729692788,5.036987446,15.10524491,1.259794207,0.976464801,99.49489987,77.0886304
54.29190081,7.964192183,9.490190508,5.009275528,0.568811889,5.794338514,1.002488108,92.89206061,65.48403105
57.06484003,20.83922376,4.263802944,4.162506801,7.971031925,8.016397978,0.996846927,86.57986094,69.9056298
56.93862073,22.05082267,9.247082292,2.052570439,18.90619837,0.101726389,0.02237833,81.82225313,77.10402288
49.87089294,26.56557848,3.702175137,2.928508322,1.973785524,-0.308699954,1.038445992,55.83915698,93.73852434
36.85771017,18.8806062,9.329402409,2.998349606,16.97160444,12.81316945,0.960752467,65.21276792,85.6317457
24.0372135,17.25250074,7.701173713,3.055677511,4.211536576,4.708344722,-0.005321428,90.56023313,86.51816456
21.05782316,4.777039991,6.012937592,0.977321592,-0.193262149,14.17741637,-0.016831274,86.52757011,71.27834093
39.20565987,14.33547532,9.182223553,2.992406259,5.636445315,13.68136596,-0.003251019,90.35610312,91.97838224
42.45462798,30.19781575,8.083746057,5.07921367,6.125455004,-0.020177581,1.017196733,75.82516551,91.93472396
34.65417349,1.425613814,7.635012555,1.87820848,14.74235768,0.056513785,1.018195425,96.35092169,61.05074441
29.42702896,2.932468281,6.005725414,4.991075514,9.989826872,0.645389325,0.002149478,56.66426969,69.92279217
36.11633988,11.14486161,6.654616024,1.886118132,7.786459825,9.915910676,1.000797335,80.73954642,84.41490988
34.8743573,12.19796582,9.162625463,2.161945274,8.589766584,0.712045611,0.996127364,66.90620262,82.00816707
57.02951588,3.578010825,7.04958643,3.009879687,9.690411369,9.968471892,0.975419436,72.32773909,98.17870288
34.23446405,2.569072535,5.702698743,1.082727606,18.71989682,11.12063657,-0.011865681,95.72967258,84.75330395
36.22330539,23.27336557,8.068272674,4.96393233,6.155077082,2.99991869,-0.019444114,81.46959618,99.84814459
37.25288708,34.02712696,9.017457347,4.984184366,1.192829659,10.06819506,-0.038307235,67.67338259,71.01643245
24.15553449,28.87493033,6.890917598,3.96440303,11.60587855,8.263236067,1.033864567,85.41867538,78.10832041
32.42865917,24.5475559,7.542656835,1.014061793,15.3273829,2.023905515,-0.025052554,55.07652936,61.38429134
27.44145986,1.231433319,6.900499675,0.933594088,2.963036264,0.897563009,1.014713009,65.86315903,75.47539247
40.39754265,21.20001963,6.002832781,5.066582664,10.78378958,5.995261787,1.006106083,96.54568458,94.74782293
53.89035585,23.3761975,8.107218602,2.085240101,4.64902689,8.268234132,-0.018100674,87.7958386,92.7186795
30.93823624,30.11018444,8.893349468,4.094241271,13.10860108,12.18709001,-0.050112989,69.41500121,87.94456592
46.56630068,0.418955575,5.549381813,4.073756865,0.205365978,0.967529997,1.003044791,63.95207909,79.03423586
49.55700362,2.613877446,7.861894945,3.027393968,8.359463037,6.123494106,-0.031441815,72.14636684,86.81901935
51.91600986,16.73062069,7.158451176,3.951218827,18.74330566,7.254590068,0.016282939,70.67578144,94.34294503
37.69007073,28.90204819,6.884948944,0.81998067,10.56340138,10.02236426,1.048189835,56.40815717,95.56824996
38.94094179,34.32985055,6.668670413,2.943145232,15.38184918,4.9659265,0.02170011,83.57604912,61.57600248
33.75874951,11.72762344,7.15124369,2.046915087,5.427823115,5.293003545,0.036814065,73.47413921,94.73243083
45.90211494,22.48075029,7.631953252,3.984157778,14.29608677,1.111424397,0.965643684,73.15740958,63.20632633
50.21781632,31.61707365,7.391520075,3.931097396,16.17469842,12.04368541,-0.002407693,93.08383656,87.00530756
54.79530619,15.771886,6.165180198,5.033737348,6.954154573,5.793364235,-0.00782162,98.60902184,83.00870555
32.37381412,30.05268586,8.88248793,2.95198508,8.605359885,2.856021356,-0.003924688,63.28977873,77.44135353
30.28959673,14.22732488,6.692745422,1.840268195,8.056237119,10.27347383,1.019512373,92.18086826,94.50179779
57.45844517,6.602277749,5.014260582,1.963420272,1.359701132,1.863986268,-0.011046775,77.36070477,88.13196166
47.10821256,23.35626509,9.430632745,1.957066162,11.41866481,4.003468817,0.013429816,78.69677803,78.74273609
28.69323936,8.351221634,9.56586916,1.962560199,17.02600019,4.12435649,-0.018411296,65.74722316,93.91764975
21.12903648,27.32259661,8.882118863,3.956784018,-0.017471074,6.921419326,-0.024646511,51.85909336,87.62122543
29.24805947,16.12360742,7.651724611,2.071170674,15.07749533,7.006584459,-0.018877421,86.14438638,87.12481382
36.32447656,16.76130264,6.715443041,0.960134338,11.3860823,14.05109728,0.979557153,79.04005072,96.73012717
38.66440664,5.733167511,7.236799213,4.911726128,10.8989762,12.02463674,-0.020811825,56.66740336,65.27696453
51.49149008,4.096606247,5.946388157,5.015208095,19.04067013,3.848590534,-0.024984144,68.72464676,62.26384927
26.40554667,26.06110767,9.817562634,2.98523275,5.688456926,0.92645154,0.964083559,83.48059757,88.12532211
56.14120427,21.53263244,6.913213638,1.111488328,15.81702836,5.152779896,0.028283192,91.99830693,65.47088197
51.04786234,32.96653542,9.158792091,1.029842181,16.99201733,6.599048238,1.046051858,52.94827462,68.62753299
