0,1,2
47.16,70.84,56.69
66.21,110.4,84.67
81.83,118.28,104.91
100.19,182.27,142.18
116.21,206.61,169.62
134.01,211.87,195.54
147.33,219.74,216.37
165.01,263.36,256.45
177.1,266.35,275.04
199.57,265.98,306.7
208.89,313.64,344.43
215.66,322.87,359.67
230.92,327.18,386.91
236.98,351.65,412.04
253.84,359.12,441.26
265.89,354.2,456.06
278.38,376.3,491.39
278.11,388.61,500.73
276.35,410.78,515.84
279.13,414.39,523.57
285.92,453.55,570.8
295.1,441.16,573.52
298.16,439.29,577.15
299.9,443.44,583.9
303.89,439.08,587.15
304.72,438.56,588.08
299.48,451.78,591.37
300.19,451.95,592.59
298.22,455.01,592.61
301.38,445.57,589.55
299.72,447.91,589.22
298.66,448.67,588.34
293.03,459.72,588.34
292.33,456.6,584.14
286.63,459.82,577.54
281.6,466.99,575.71
276.22,426.79,530.09
274.69,423.97,524.87
274.78,408.88,512.02
270.79,400.86,499.22
257.86,376.23,460.39
245.03,384.96,447.13
238.4,382.61,433.09
233.64,359.08,408.6
222.49,346.81,384.35
211.7,316.34,350.15
195.13,285.86,310.38
190.28,281.39,300.83
169.09,264.56,262.73
162.15,240.4,242.77
138.61,241.01,211.01
117.45,217.6,174.08
108.48,197.11,155.98
86.09,148.94,116.42
70.52,125.25,92.6
56.6,112.96,72.66
35.7,63.55,42.74
21.52,43.24,24.99
8.04,14.42,8.68
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.73,15.55,7.13
17.75,41.78,20.51
28.72,53.87,33.94
46.16,78.4,56.76
62.34,109.2,80.23
79.52,129.08,104.9
97.86,159.6,134.39
114.9,203.43,167.31
129.91,243.09,201.26
141.18,251.68,220.34
162.55,263.53,254.03
165.12,316.88,281.35
191.33,298.66,311.09
197.23,360.5,354.28
205.57,363.53,368.91
224.74,352.93,392.15
234.7,367.99,417.18
248.45,374.13,443.3
256.64,383.98,464.15
264.6,408.29,496.39
261.77,439.38,514.88
266.54,446.71,529.43
268.28,453.38,539.25
285.56,461.04,575.98
297.51,434.61,573.22
304.04,433.1,581.49
305.71,436.84,587.41
309.13,435.9,592.84
310.37,439.12,597.68
314.4,429.01,595.91
314.54,429.6,596.88
310.27,438.43,598.46
310.84,436.56,597.52
310.07,434.45,594.5
311.44,428.25,590.72
302.7,440.3,587.29
300.85,438.75,582.54
293.24,443.11,575.46
287.96,447.89,570.61
280.87,427.7,538.11
278.84,421.09,529.3
272.45,417.34,515.3
265.71,413.28,501.15
264.81,401.81,490.74
240.96,402.48,452.32
236.67,392.5,437.03
230.4,356.5,403.15
228.4,315.26,375.15
206.7,321.22,347.17
193.88,296.97,314.03
190.38,285.05,302.55
167.72,277.95,267.75
157.08,252.67,242.34
136.86,258.07,215.58
121.55,208.01,177.05
109.76,187.68,155.84
87.42,152.12,119.48
72.66,129.32,95.73
55.83,107.57,71.66
37.09,68.69,44.81
21.39,43.22,24.65
9.2,17.97,10.03
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.67,16.81,7.14
18.1,47.43,21.24
31.42,107.21,41.79
46.31,145.69,65.83
60.21,159.64,86.02
77.3,193.56,115.19
92.24,212.49,140.3
106.82,252.61,171.73
120.87,266.62,198.57
137.32,286.83,228.35
150.47,318.46,261.29
154.94,366.41,290.54
169.03,384.43,323.35
183.51,408.66,361.1
190.27,412.92,375.44
202.7,422.65,404.02
210.06,440.79,429.27
218.26,466.48,462.41
223.96,475.47,480.13
226.89,518.52,521.51
227.2,530.83,533.17
226.99,554.6,553.94
225.57,571.31,566.24
242.07,568.39,598.37
249.02,558.39,602.78
256.66,548.03,608.25
256.01,554.62,614.95
255.7,558.86,620.14
254.36,566.16,624.87
254.02,569.63,628.47
256.55,560.99,626.2
254.89,564.89,627.64
256.54,558.69,624.1
256.21,556.13,621.05
249.03,569.57,620.1
251.66,560.22,614.94
251.03,556.59,609.46
247.38,556.16,602.79
245.39,552.83,596.16
239.08,533.31,563.31
236.49,520.01,546.69
224.12,538.42,538.5
221.09,530.77,526.49
218.8,522.36,514.39
225.93,451.03,465.05
221.9,440.37,449.17
219.05,401.52,414.14
209.18,399.27,396.61
205.02,341.82,355.54
193.93,325.91,329.83
183.06,299.57,300.94
168.69,289.87,273.22
156.26,258.93,243.92
137.66,253.6,215.5
123.15,229.23,187.36
107.74,201.15,157.66
89.18,174.73,126.51
73.05,141.58,98.61
53.54,105.23,69.07
37.18,73.85,45.53
21.69,42.55,25.0
9.97,20.4,10.88
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
6.55,16.09,7.02
17.26,45.58,20.14
30.29,84.84,38.45
46.75,128.83,64.06
61.52,159.75,87.15
79.55,176.5,114.16
97.51,205.91,144.52
114.75,206.21,167.86
122.87,251.86,195.65
135.2,289.04,226.71
153.12,294.34,255.39
160.51,347.12,288.69
176.14,357.59,320.24
185.6,400.45,359.03
196.0,396.89,374.1
216.25,379.53,397.33
227.36,383.97,419.09
233.27,409.74,447.48
234.97,437.39,470.78
235.26,482.32,506.82
236.68,497.08,522.51
244.0,499.61,539.34
250.75,495.14,547.18
244.17,558.96,596.21
252.12,545.98,598.29
251.06,554.6,605.81
257.91,545.16,610.07
254.76,559.96,618.72
262.62,547.4,620.61
264.17,546.08,622.36
270.86,536.51,622.78
293.54,477.78,606.95
297.04,472.38,607.55
295.91,474.05,607.33
297.55,469.41,604.95
294.07,470.92,600.91
296.62,454.38,589.73
298.28,438.51,578.4
312.7,386.55,556.44
300.47,392.78,540.1
289.32,403.2,531.09
279.36,404.89,516.45
278.69,380.38,496.62
276.05,371.14,485.7
252.31,373.73,450.35
240.4,381.95,437.04
229.1,361.93,406.91
223.01,334.67,380.76
212.34,318.47,353.3
201.94,307.72,331.74
189.7,280.48,300.38
173.53,264.31,270.02
158.94,253.55,245.33
148.38,197.81,209.61
131.47,205.81,190.19
112.1,163.66,152.95
95.91,133.84,125.51
75.49,122.83,98.23
53.36,90.79,66.93
37.89,72.34,46.37
21.81,42.32,25.19
9.6,18.88,10.41
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
5.02,8.27,5.3
12.37,18.06,13.59
26.39,47.57,30.83
44.39,75.74,54.5
59.43,102.85,75.96
78.2,121.15,101.82
98.2,160.13,134.53
115.49,173.96,160.06
131.76,235.62,200.02
149.37,225.84,220.68
164.22,250.27,251.08
174.38,270.48,273.89
186.85,330.44,320.32
208.96,319.86,348.49
214.85,338.78,368.33
227.98,352.78,397.08
236.75,362.98,417.17
260.72,347.32,442.21
271.76,346.33,458.93
278.01,382.53,495.49
284.31,385.66,507.88
289.24,387.4,517.09
295.75,385.09,525.05
321.71,368.55,555.13
326.59,365.71,559.81
327.54,373.44,567.16
336.75,360.27,569.74
341.32,357.48,574.29
345.07,350.82,574.38
345.17,355.0,577.95
344.89,357.34,579.52
344.14,357.38,578.98
346.88,350.33,576.63
346.52,350.44,576.0
345.7,350.37,574.47
342.3,353.64,572.05
336.31,358.25,567.11
329.79,361.66,561.12
326.87,357.71,553.72
322.2,359.81,548.46
294.42,379.56,518.94
294.6,364.77,507.71
290.95,356.19,495.62
282.39,365.89,490.15
259.86,368.63,457.04
253.93,353.68,437.96
239.63,333.2,403.6
229.14,317.92,379.22
209.95,327.98,354.86
206.51,291.78,331.41
189.72,275.58,299.1
170.89,265.86,268.2
162.14,239.42,244.82
141.84,231.68,214.05
131.91,186.41,184.98
113.05,175.02,157.25
94.42,143.26,126.31
72.75,110.29,93.21
53.42,87.56,66.78
38.18,71.83,46.55
22.88,45.84,26.69
10.42,20.5,11.48
2.88,3.91,2.92
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4.87,7.44,5.02
13.18,19.91,14.52
25.93,43.66,30.21
41.09,59.02,49.05
59.52,91.91,74.38
78.46,107.03,99.39
97.97,156.25,133.78
115.08,164.73,157.21
133.65,196.99,190.57
148.54,206.54,213.82
168.63,235.58,251.34
176.36,253.16,269.64
197.46,280.14,310.82
216.72,274.23,335.68
232.33,283.97,362.43
239.45,311.9,389.22
247.34,333.34,413.84
270.93,316.27,437.0
276.64,332.64,456.49
294.0,337.71,486.36
300.04,342.89,498.46
305.89,351.8,513.9
314.42,348.73,523.76
320.2,399.8,578.9
321.1,405.71,585.72
324.25,405.43,590.35
327.63,401.66,591.47
326.33,406.9,594.79
325.71,415.15,601.81
326.54,417.69,605.57
326.67,420.85,608.88
330.38,412.96,607.24
331.22,410.12,605.93
329.22,415.57,607.75
324.99,420.6,605.94
322.48,421.15,602.47
332.02,397.66,595.25
331.77,390.63,588.15
332.79,383.33,583.31
323.91,396.26,581.14
281.98,410.66,526.77
278.56,404.15,516.12
277.54,391.22,503.76
273.7,384.79,493.62
251.86,365.84,444.13
241.34,376.88,435.88
234.68,357.44,412.92
232.19,333.57,393.33
217.39,301.12,350.91
203.96,313.24,339.08
194.07,271.22,302.45
172.31,262.46,268.62
160.15,251.54,246.83
145.49,225.32,216.38
137.14,169.75,186.24
116.62,134.83,150.98
96.07,139.01,127.18
75.86,95.59,94.01
55.22,76.94,67.14
39.74,66.49,47.62
23.63,39.86,27.21
10.97,16.11,11.74
3.52,4.12,3.59
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
