postcode,Accident_risk_index
AB55 5HU,1.3628513892617629
AB55 5PE,1.3540175221406805
AB56 1ET,1.3273052030085193
AB56 1JD,1.388379299214523
AB56 1LH,1.3697430081465738
AB56 1TS,1.3730623093876282
AB56 4RD,1.3714808080776009
AB56 5AF,1.372024558886959
AB56 5BR,1.3631006866476083
AB56 5UP,1.3558835904991067
AL1 1DZ,1.3768613843939783
AL1 1PD,1.3624226750209925
AL1 1PG,1.3720235754104202
AL1 1PT,1.3737823369795488
AL1 1UR,1.3446815161749632
AL1 2DN,1.3495981454686683
AL1 2QL,1.3635964788490065
AL1 2QN,1.3611729697970547
AL1 3AE,1.361387755467955
AL1 3SR,1.3507281632908295
AL1 3YQ,1.3492053179834982
AL1 4AP,1.374247007785007
AL1 4ES,1.3475765600669725
AL1 4EX,1.3502205924836312
AL1 4LA,1.3929757429873464
AL1 4NQ,1.3809764854342532
AL1 4QE,1.3555062310161368
AL1 4RL,1.3609151668070862
AL1 4XP,1.3715004112385631
AL1 5EQ,1.3667337739675574
AL1 5NE,1.326114281827555
AL1 5NY,1.3507539789717045
AL10 0HQ,1.3372039858307039
AL10 0LF,1.3608682595856934
AL10 0PH,1.3603681815327306
AL10 0RT,1.3674053218425761
AL10 0SQ,1.3645674458368948
AL10 0XR,1.369251306820745
AL10 8AQ,1.3547947289261277
AL10 8NA,1.3602927450560471
AL10 8XB,1.3770833513548038
AL10 9AZ,1.3591795412533783
AL10 9BH,1.3724254021547084
AL10 9BP,1.3636281266365424
AL10 9EX,1.3624218041520941
AL10 9GL,1.3573065890627791
AL10 9GU,1.37071760488353
AL10 9NU,1.3799438763853709
AL10 9PA,1.3661661553395896
AL10 9QS,1.3490642564750872
AL10 9US,1.364539161102916
AL2 1BT,1.3654304906049148
AL2 1BX,1.3632574329593408
AL2 1DH,1.36937349231416
AL2 1FS,1.3759778629461203
AL2 1JW,1.3278970525282408
AL2 1LG,1.3548887413919801
AL2 1PH,1.362454127192156
AL2 1TD,1.353982470829088
AL2 2HJ,1.3556609690045869
AL2 2HS,1.3643653050590343
AL2 2JR,1.3665463412616723
AL2 2LF,1.4058089428645906
AL2 2LJ,1.364044350574108
AL2 2NZ,1.3961220353546533
AL2 3AA,1.364729761372967
AL2 3DA,1.3650558273901168
AL2 3HG,1.3611968463405575
AL2 3NT,1.3672213567611924
AL2 3PT,1.381505076286956
AL2 3PY,1.354247779629791
AL2 3QF,1.3519246505596934
AL2 3XX,1.3695775278714353
AL3 4AL,1.353867761570832
AL3 4BL,1.3854232771315464
AL3 5AN,1.3644181714012664
AL3 5AS,1.3661065986461187
AL3 5JA,1.3566456663756448
AL3 5RY,1.3682955727027721
AL3 6BA,1.3476307261855254
AL3 6EU,1.3619242057015302
AL3 7AS,1.371582885432574
AL3 7LT,1.3498480150874945
AL3 7NL,1.3532579405023462
AL3 8AH,1.3491197325956383
AL3 8AZ,1.3688261115610538
AL3 8DP,1.3571723307776498
AL3 8HQ,1.3660446137681133
AL3 8JD,1.356674445991657
AL4 0FQ,1.3536855685351845
AL4 0HB,1.3538609076130224
AL4 0NG,1.3539896162467733
AL4 0NQ,1.3559260166442149
AL4 0SA,1.358752540783054
AL4 0SP,1.3455970116168738
AL4 0XP,1.3883090224250783
AL4 0XR,1.3685350551555908
AL4 8AA,1.3542601183712513
AL4 8HP,1.3547609378561376
AL4 8RT,1.3786712520729965
AL4 9JB,1.3519477880238526
AL4 9JF,1.3537739008156553
AL4 9JR,1.3537487088840119
AL5 1DW,1.3510266774346342
AL5 1TE,1.3640712289739652
AL5 2RH,1.328344015816975
AL5 2TP,1.3600037773116223
AL5 2TQ,1.3470301321351745
AL5 3EQ,1.3726005832602979
AL5 3NF,1.3609838455797254
AL5 4TD,1.3615434100959576
AL5 4US,1.3481006663738715
AL5 5NH,1.3570855936299049
AL5 5TL,1.3641692438478878
AL6 0AW,1.3545704776137573
AL6 0BX,1.3615708721890456
AL6 0NQ,1.3707697480654377
AL6 0QA,1.3754823562835463
AL6 0TB,1.3549725211494184
AL6 0TT,1.3635163471680125
AL6 9EH,1.3570420240687888
AL6 9EP,1.356120441998287
AL7 1EU,1.3446815161749632
AL7 1EW,1.3539139035973147
AL7 1FX,1.3779187537426096
AL7 1GD,1.3585156463307841
AL7 1TN,1.3687789383806606
AL7 2AJ,1.3467477626201858
AL7 2DA,1.3364953320251303
AL7 2EA,1.383192242936679
AL7 2ED,1.3787659668134191
AL7 3EL,1.3709227416608902
AL7 3PW,1.3514813523909304
AL7 3UU,1.365291434456016
AL7 4AB,1.3760340383101652
AL7 4BQ,1.3622248365641507
AL7 4DP,1.3529020853591547
AL7 4HE,1.3601772734977966
AL7 4HG,1.335167598304283
AL7 4HQ,1.3420242073302415
AL8 6AJ,1.3674478536846608
AL8 6JD,1.3717895937968272
AL8 6JL,1.3459014879824893
AL8 6LJ,1.3612076452876694
AL8 6UG,1.3023896286748342
AL8 6XQ,1.368637721537337
AL8 7DY,1.3495895154090727
AL8 7LX,1.36660219124092
AL8 7RE,1.3595394031668928
AL8 7TN,1.3597617163521047
AL8 7TQ,1.3731516677342481
AL9 5EN,1.3733903525613402
AL9 5LZ,1.350393397244174
AL9 5PD,1.3916064089410995
AL9 5RE,1.357353015005749
AL9 5SB,1.3696690816202028
AL9 6EF,1.358948853094547
B1 1BY,1.3913912336353877
B1 1DD,1.3902086483126543
B1 1FU,1.395334699334273
B1 1NB,1.3328148275795513
B1 2AJ,1.3491036347895715
B1 3HN,1.343778914303904
B1 3RB,1.3669248081557641
B10 0BT,1.302471319212752
B10 0BW,1.3785745076919504
B10 0DP,1.3701666025635157
B10 0JJ,1.3511585242288953
B10 0NJ,1.3511156881242765
B10 0QT,1.362476516594377
B10 0TZ,1.37903802172341
B10 9LG,1.3776729116398336
B10 9NL,1.3704904988743785
B10 9RX,1.3794081037204702
B11 1AR,1.367300113525441
B11 1LN,1.371975823474861
B11 1ND,1.3718847289941543
B11 1NU,1.3711336569695336
B11 1SP,1.3804068141498105
B11 2AB,1.364091675930654
B11 2BX,1.3487802768721975
B11 2DF,1.36288907617826
B11 2EX,1.3669594369696403
B11 2HA,1.367877549681637
B11 2JH,1.2849709681735837
B11 2ND,1.3619989394633807
B11 2PN,1.3727823852471028
B11 3AA,1.3659075978062944
B11 3AX,1.3634077773331386
B11 3BP,1.3895176520556183
B11 3ND,1.361078936723803
B11 3QT,1.3339151216058007
B11 4AH,1.3943397873835326
B11 4AR,1.3640166855566587
B11 4BT,1.3658649313681115
B11 4JZ,1.3674711632951477
B11 4PB,1.3539001162021844
B11 4SE,1.338722291345576
B11 4SF,1.3542304209349902
B12 0AU,1.3612889426742305
B12 0EN,1.3612900840450761
B12 0NY,1.3755148288984511
B12 0TP,1.3606739608533924
B12 0YB,1.3920139828179103
B12 0YR,1.3864192760235723
B12 8AF,1.3543826660163105
B12 8DD,1.3658560738343504
B12 8ED,1.3933257090572169
B12 8EH,1.357154116196671
B12 8HP,1.3902631820646263
B12 8UJ,1.3790356729219702
B12 9AA,1.362218564652668
B12 9PR,1.3554618294049205
B12 9RN,1.3709453636942779
B13 0AQ,1.4038372467410118
B13 0BP,1.370551976848205
B13 0EU,1.3666090544678688
B13 0PJ,1.3490571158904527
B13 0SE,1.3538820916965464
B13 8JG,1.343812896346443
B13 8LA,1.3813704050898596
B13 8LD,1.3783789533613517
B13 8QB,1.3466705831271741
B13 9AA,1.3471133647062878
B13 9BH,1.382052020411881
B13 9BQ,1.355222371868887
B13 9DB,1.3786349129979791
B13 9LF,1.3688519434060118
B13 9LH,1.3692295465012512
B14,1.3531170667243253
B14 4FD,1.360242728977285
B14 4HP,1.33293154925009
B14 4UH,1.348362420637047
B14 5HP,1.3630069022799514
B14 5QJ,1.4058125333858562
B14 5TN,1.4069741294310603
B14 6AH,1.3927094955566914
B14 6EN,1.3818147918109096
B14 6EP,1.4009633605608562
B14 6PL,1.400275339123756
B14 7AN,1.4020564779826892
B14 7JZ,1.3311116234641345
B14 7NL,1.3709650627557768
B14 7QA,1.3692766168868435
B14 7QQ,1.3938091769532264
B14 7RX,1.3634324792242059
B15 1AQ,1.3747406443875687
B15 1AY,1.3589526064092405
B15 1EL,1.3632101028535082
B15 1RX,1.36846537623836
B15 1SL,1.3700164004488724
B15 1TH,1.3678634797926188
B15 2DR,1.3629175623743197
B15 2DS,1.378299951786476
B15 2LD,1.3237833949672624
B15 2PP,1.3682578271941832
B15 2QJ,1.3526433163502303
B15 3BH,1.3615479598427973
B15 3ED,1.369453527518675
B15 3JQ,1.379588231242089
B15 3TR,1.3718049241133303
B15 3TT,1.364043066151623
B16 0AA,1.3768955941483265
B16 0HG,1.3639890685426832
B16 8EQ,1.384930632581918
B16 8HS,1.3799172504643917
B16 8LS,1.3729969566651696
B16 8LU,1.3587153403472723
B16 8PE,1.364802783001991
B16 8UE,1.364400760401495
B16 9EU,1.3446715026682068
B16 9JD,1.3735525458208944
B16 OBB,1.3465977632765127
B17 0AT,1.3485637660821128
B17 0DA,1.3678720562286797
B17 0NT,1.4059660759623915
B17 8BL,1.3973871754208604
B17 9HE,1.380920572303735
B17 9LR,1.3704739642514003
B17 9NE,1.3734982299636098
B17 9PY,1.369291673914993
B18 4EJ,1.371356192219758
B18 4HB,1.3707722971270029
B18 4HF,1.370938151333605
B18 5ST,1.3622457126374439
B18 6BX,1.3674534018190672
B18 6EU,1.3668799392755502
B18 7BH,1.3380264554747443
B18 7HD,1.377445717629686
B18 7QU,1.348917108668097
B19 1ES,1.3665265343060937
B19 1LL,1.3600605143086417
B19 1LP,1.3691460334636603
B19 1SU,1.3741008987068204
B19 2LF,1.3589328791325799
B19 2LS,1.3551749396758923
B19 2RT,1.3609526939342058
B19 3NY,1.3845215883854847
B19 3QA,1.350147231390018
B19 3UD,1.3655662620916074
B20 2DR,1.3631959372144726
B20 2EP,1.377029771597539
B20 2SD,1.3530919101155952
B21 0LT,1.3647365278780819
B21 0RD,1.3938971301808172
B21 0RW,1.3635013935851863
B21 8BX,1.3656519465038428
B21 8NG,1.3669289944358032
B21 8NH,1.3921245158600504
B21 9LX,1.3576153556201263
B21 9LZ,1.3752031455293763
B21 9SL,1.3748753982098503
B21 9SX,1.3668446526671714
B23,1.3831758235848626
B23 5BU,1.3550050637741107
B23 5JX,1.3601255496207247
B23 5LE,1.3625517009000707
B23 5NS,1.3487319980960977
B23 5TJ,1.3754406936456096
B23 6PL,1.3880481719103954
B23 6UB,1.3746891418986609
B23 6UE,1.3561494841790904
B23 6UX,1.3635649111171164
B23 7AB,1.3886539688484763
B23 7JD,1.3951097019415781
B23 7NL,1.3922929230113845
B23 7NX,1.373385191395257
B23 7PN,1.323244233004038
B23 7RL,1.3531386912465613
B23 7RN,1.3607729673178472
B24 0AD,1.3562690927895444
B24 0QF,1.3894934113927175
B24 0TE,1.3670747354620614
B24 0TF,1.3896216245656796
B24 0TJ,1.3845513472161843
B24 8BZ,1.3759447915885612
B24 8DX,1.3774081028064813
B24 8NN,1.3716460041689713
B24 9PP,1.3711678070364717
B25 8DP,1.3612065318523403
B25 8DT,1.375538866249667
B25 8FE,1.3589410757991212
B25 8HE,1.3568364816913374
B25 8LL,1.3582376165611654
B25 8LX,1.364042123848583
B25 8UX,1.359214240005461
B25 8UZ,1.388072922785045
B25 8XE,1.3845160272381911
B26 1DD,1.3685248354947563
B26 1NS,1.3595675758057457
B26 1SQ,1.3699901333117432
B26 2BY,1.3907999204050328
B26 2NH,1.3512854177040932
B26 2RS,1.388676823822784
B26 3DF,1.3545728861705784
B26 3JW,1.357148510762371
B26 3QR,1.368750579138246
B26 3RY,1.3608547169872511
B26 3TP,1.3566253505957784
B26 3TS,1.3541795853714578
B27 6BT,1.366376548944253
B27 6ED,1.3619450559449222
B27 6HG,1.3525846841491613
B27 6QG,1.3602627382315393
B27 6QR,1.3750006632970802
B27 6RA,1.358462206407892
B27 7AA,1.3736460330317068
B27 7AN,1.3491862501346428
B27 7BW,1.3745179030873584
B27 7NP,1.3666904897810943
B27 7UH,1.3698218929923933
B27 7YE,1.3663764034858386
B28 0DF,1.373539693468617
B28 0DL,1.3554225133297209
B28 0EL,1.3977413963513734
B28 0LN,1.3699763848329867
B28 0QX,1.3696950662882836
B28 0TF,1.3600155889586438
B28 8AQ,1.3698559247118682
B28 8DT,1.3523435648519753
B28 8EF,1.3591920843995102
B28 8EY,1.3661176573658682
B28 8EZ,1.365456142964786
B28 8HB,1.3537091872156577
B28 8HG,1.356847412160519
B28 8JG,1.3730828243056896
B28 9EE,1.3670077418782047
B28 9EQ,1.3785997087638462
B28 9HW,1.3587747600019862
B28 9PG,1.3675395630646854
B28 9QP,1.363809423622866
B29 5UN,1.3577900925444073
B29 6AQ,1.4012643667424294
B29 6BJ,1.3701083819280966
B29 6HJ,1.3664051409797526
B29 6HU,1.3506869492980234
B29 6HX,1.3886555122167925
B29 6HY,1.367596737430419
B29 6JA,1.3565657207297495
B29 6LJ,1.3541608942398133
B29 7EQ,1.355111155791732
B29 7NR,1.3683520272984029
B29 7QX,1.3628815419884972
B3 1RS,1.3743097934550306
B3 1RY,1.3734056011469937
B3 2HZ,1.3636559672692667
B3 2NT,1.4052342566007743
B3 3RJ,1.3704036905076795
B30 1EY,1.332561883648463
B30 1HF,1.3960262674730393
B30 1NS,1.3767356475804022
B30 2JL,1.3873338881720176
B30 2JS,1.3572481451471816
B30 2YN,1.3824000839968196
B30 3AH,1.3523845877801102
B30 3AN,1.3714226459418946
B30 3FJ,1.3773100502926172
B30 3PP,1.3995908373647286
B30 3QE,1.3620029305873234
B30 3QL,1.353146938577031
B31 1BP,1.3674048423117686
B31 1LA,1.3733195273387027
B31 2EU,1.364030460163464
B31 2FJ,1.3710756245252433
B31 2HY,1.3663443990980317
B31 2QD,1.362463623898934
B31 2QU,1.336717328268521
B31 2RE,1.3639524418543452
B31 2SU,1.3499420183253588
B31 2TQ,1.3783353357794463
B31 3EZ,1.3589526902704643
B31 3NR,1.3725809338623083
B32 1AA,1.3464776541385302
B32 1AG,1.3977736274475536
B32 1NA,1.3633708376478326
B32 2RE,1.3694985197034826
B32 2SJ,1.3600571508835613
B33 0HS,1.3575268587274945
B33 0HX,1.3627612273195053
B33 9HY,1.3651473375534595
B33 9RD,1.385685062122557
B33 9RU,1.36523583803419
B33 9UF,1.3547357431576827
B34 6EA,1.3718049241133303
B34 6HQ,1.3630255454175821
B34 7EH,1.3948627346298332
B34 7HP,1.356264694896893
B35 6AA,1.3586429458958742
B35 7AB,1.3687400062567934
B36 0JE,1.4207124763548409
B36 0LH,1.3937417801216085
B36 8HA,1.3669943570029446
B37,1.4146715018221545
B37 5PX,1.3558328768079744
B37 5QR,1.3673431081107774
B37 5TB,1.3681693113825149
B37 6NT,1.3712186761775398
B37 6PP,1.3967217823512585
B37 6RB,1.3908211480640063
B37 6UR,1.3516213925850376
B37 7AB,1.337703323003126
B37 7TG,1.3850954233252806
B38 8QB,1.3448864573982993
B38 8RS,1.3549408666151992
B38 8SD,1.350865410002105
B38 9AY,1.3509951019222473
B38 9FD,1.3592573875904224
B38 9HR,1.3591672661652807
B4,1.3740891464859324
B4 6,1.3721777320758988
B4 6JU,1.3718080355761995
B4 7LX,1.3761672897432489
B40 1PS,1.3978346633932164
B40 1QA,1.3560752185285376
B42,1.3645929179731864
B42 1EZ,1.3806348590341164
B42 1TG,1.3569418958575248
B42 2QS,1.4071639925528892
B42 2SY,1.3666171077392593
B43 5BA,1.3359425634813122
B43 5TD,1.3613501781378972
B43 6BN,1.36437995436626
B43 6DU,1.378642802047768
B43 6EA,1.3687578908684606
B43 6HD,1.3563293728360533
B43 6NT,1.3853760446249428
B43 6NU,1.374417612707931
B43 6PY,1.3602415014833833
B43 6QA,1.3623130589496768
B43 7AE,1.3780468292360808
B43 7AU,1.391731771056025
B43 7EJ,1.3440234181202018
B43 7JE,1.366376548944253
B44 0AR,1.3642823747519048
B44 0BX,1.346742114081742
B44 8LR,1.3718049241133303
B44 8NE,1.3864272023500603
B44 8UQ,1.3835617754419656
B44 9EB,1.390396985853136
B44 9HN,1.3717930724037717
B45,1.3763024448763306
B45 0AJ,1.3597755026077585
B45 0JB,1.3612866926014036
B45 8BX,1.3723869314310906
B45 8LX,1.3926546695186666
B45 8QY,1.400274522572305
B45 8UU,1.3709690861437687
B45 9JT,1.3615333090955255
B45 9PB,1.359584147530002
B45 9SQ,1.3802786045537527
B45 9YB,1.3597884783169527
B46 1AJ,1.3639568066163295
B46 1DA,1.3677787828295946
B46 1DP,1.366573006408056
B46 1LT,1.3625006053091797
B46 1SP,1.3622927780271554
B46 2BG,1.3575998297384682
B46 2EP,1.3488378755970614
B46 2NT,1.352466145947783
B46 3AD,1.3458577479889353
B46 3AH,1.366918765874673
B46 3BB,1.4006820257837593
B46 3BS,1.3396951989411372
B46 3EY,1.3726082305809975
B46 3HN,1.3674376072408803
B47 5HL,1.3720312075659802
B47 5JR,1.366426433951596
B47 5LT,1.382086235636469
B47 6AJ,1.364019045514394
B47 6DA,1.340011303049367
B48 7AS,1.3615377838875218
B48 7BX,1.3610667015756353
B48 7DS,1.3582012492824338
B48 7DU,1.359919178188326
B48 7DX,1.365252059992237
B48 7HB,1.3483375626357208
B48 7HG,1.3854260190667493
B48 7JB,1.358960421535763
B48 7JX,1.355025511043145
B48 7TR,1.353949930520137
B49 5JL,1.3614742475139503
B49 5LP,1.382702773471985
B49 5PH,1.3671337462465458
B49 5PW,1.363735606738919
B49 6AL,1.3769465310971554
B49 6EP,1.358143398378366
B49 6FZ,1.397603586451611
B49 6NG,1.3676906762386611
B49 6NH,1.3565614391683765
B49 6NS,1.3666651350487498
B5 5SE,1.368859888614122
B5 6BH,1.3694303058239912
B5 7AX,1.3634558267488455
B5 7EN,1.3807690441516836
B5 7LY,1.362623089026119
B5 7RQ,1.379327813692919
B5 7RY,1.3688987586743002
B5 7SE,1.359702485805568
B5 7SL,1.3750207693904644
B5 7TA,1.3980767813703687
B5 7XG,1.3423959633893008
B50 4EU,1.369666287430688
B50 4PG,1.36115860618856
B6 4DY,1.3591308012868897
B6 4EH,1.3588710899460381
B6 4HG,1.3556669898862357
B6 4TF,1.3678925492637386
B6 5LX,1.3639168963163144
B6 6HJ,1.375377724861514
B6 7AJ,1.364835125560762
B6 7AT,1.3640446558309194
B6 7AW,1.3688399977562897
B6 7FG,1.3186294434703878
B6 7HG,1.3703774555506594
B6 7LA,1.3635264139677066
B60 1GD,1.368355302862366
B60 2DF,1.3743529698117516
B60 2RA,1.3742677646302806
B60 3AA,1.3851349779386404
B60 3AU,1.3764895323318878
B60 3NH,1.353954003926396
